교차로번호,입력일자,교차로명,유형코드,연동교차로코드,구코드,지번,구경찰서코드,신경찰서코드,작업구분,표출구분,고객번호,계약종별,계량기번호,도로구분,관할사업소,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드,공사형태,지도표출구분,RN_CDE,MNG_AGEN,XCE,YCE
8228,-,대명초교,002,-,740,256도,310,310,001,002,-,-,-,002,106,82-0000007898,,6276612    ,7898,10100,-,N,-,106,213483.110016303,549819.486152488
8332,-,항동지식산업센터,002,-,530,산52-1 묘,330,330,001,002,-,-,-,001,104,82-0000008002,,0180343    ,8002,11200,-,N,-,-,183859.03249,541982.865819719
8367,-,청권사앞,001,-,650,산23-14 임,380,380,001,002,-,-,-,001,105,82-0000008037,,4101442    ,8037,10100,-,N,-,-,199919.830889539,542467.807609612
8498,-,신도기연앞,002,-,540,1002-5학,260,260,001,002,-,-,-,002,105,82-0000008168,,2017271    ,8168,10200,-,N,-,-,190294.964094883,540608.029992688
8500,-,장위꿈의숲703동,003,-,290,165-1대,320,320,001,002,-,-,-,002,107,82-0000008170,,4491691    ,8170,13800,-,N,-,-,204498.74264,557704.429559871
8502,-,장위꿈의숲713동,002,-,290,305대,320,320,001,002,-,-,-,002,107,82-0000008172,,4481992    ,8172,13800,-,N,-,-,204173.906701221,557729.628042749
8504,-,강일역앞,001,-,740,산8-1 임,310,310,001,002,-,-,-,001,106,82-0000008174,,7218834    ,8174,10400,-,N,-,-,215590.20951,550918.022969726
8522,-,서초그랑자이앞,003,-,650,1336대,380,380,001,002,-,-,-,001,105,82-0000008192,,4152381    ,8192,10800,-,N,-,-,202355.492279999,543182.672649865
8543,-,르엘대치정문앞,003,-,680,995 도,410,410,001,002,-,-,-,001,106,82-0000008213,,5125181    ,8213,10600,-,N,-,-,205759.735615344,544687.974140361
8572,-,가양대교북단램프2,001,-,440,-,210,210,001,002,-,-,-,001,108,82-0000008242,,1372041    ,8242,12700,-,N,-,-,188185.768239999,552990.248679869
8584,-,대방동미소주택,002,-,590,391-29대,220,220,001,002,-,-,-,002,105,82-0000008254,,2175631    ,8254,10800,-,N,-,-,193514.760429999,544425.204619865
8588,-,e편한백련산,002,-,380,194-17도,240,240,001,002,-,-,-,002,108,82-0000008258,,2376151    ,8258,10700,-,N,-,-,193263.267460002,555004.054069871
8710,-,어린이대공원역(연등)2,001,-,210,98학,230,230,001,002,-,-,-,001,109,82-0000008380,,5235791    ,8380,10700,-,N,-,-,206534.034579999,549718.850339867
7961,-,우신종합동물병원,003,-,470,929-2대,350,350,001,002,-,-,-,001,104,82-0000007631,,1240452    ,7631,10100,-,-,-,-,186885.651866474,547040.326711725
7971,-,강동롯데캐슬134동앞,001,-,740,304-1답,310,310,001,002,-,-,-,001,106,82-0000007641,,6258332    ,7641,10700,-,-,-,-,212370.97831183,550920.286561225
8085,-,#49,003,-,500,910 도,300,300,001,002,-,-,-,002,104,82-0000007755,,1218101    ,7755,10600,-,N,-,-,185232.954329999,550754.570549866
8168,-,서초삼성물산(경보1),003,-,650,1394도,110,110,001,002,-,-,-,001,105,82-0000007838,,4154251    ,7838,10800,-,N,-,-,202290.600000014,544011.168743218
8173,-,천호대교북단(연등),001,-,210,188-27대,230,230,001,002,-,-,-,002,109,82-0000007843,,5295821    ,7843,10400,-,N,-,-,209580.340290001,549373.220369867
8175,-,등촌1-10단지(연등),003,2919,500,167-2구,300,300,001,002,-,-,-,001,104,82-0000007845,,1229151    ,7845,10400,-,N,-,-,185775.03739,551543.898289867
8180,-,송정역(연등),001,6081,500,18-104대,300,300,001,001,-,-,-,001,104,82-0000007850,,0279411    ,7850,10800,-,N,-,-,183413.265165131,551315.320326806
8185,-,영일오피스텔(경보),001,-,620,1154 대,110,110,001,002,-,-,-,001,105,82-0000007855,,3150101    ,7855,10100,-,N,-,-,197264.574999984,541766.793742956
8220,-,신석어린이집,001,-,440,250-15대,110,110,001,002,-,-,-,001,108,82-0000007890,,2294591    ,7890,11200,-,N,-,-,194435.237492099,549210.93986445
8226,-,네이처힐301동앞,003,-,650,산 22-10 임,340,340,001,002,-,-,-,001,105,82-0000007896,,4057351    ,7896,10300,-,N,-,-,202362.599690001,540526.021589863
8245,-,잠실대교남단램프,001,-,710,7대,360,360,001,002,-,-,-,002,106,82-0000007915,,5179811    ,7915,10100,-,N,-,-,208602.460819999,546338.823959866
8246,-,천호대교남단램프,001,-,710,481-9천,360,360,001,002,-,-,-,002,106,82-0000007916,,6214272    ,7916,10300,-,N,-,-,210302.644680001,549114.723949736
8372,-,마젤란아파트,001,-,260,1505-6제,270,270,001,002,-,-,-,001,109,82-0000008042,,5354462    ,8042,10100,-,N,-,-,207387.468250001,554070.546529739
8397,-,성산대교남단,001,-,560,177 천,170,170,001,002,-,-,-,001,104,82-0000008067,,2206801    ,8067,13100,-,N,-,-,190112.461639999,549784.052479598
8476,-,시립서북병원,003,-,380,24-49도,240,240,001,002,-,-,-,001,108,82-0000008146,,23488910   ,8146,10800,-,N,-,-,192099.2673381,556215.641402061
8637,-,위례대로18단지삼거리,002,-,710,산71-14임,360,360,001,002,-,-,-,001,106,82-0000008307,,6172871    ,8307,11300,-,N,-,-,213599.175595895,543120.610506468
8639,-,승리교,002,-,620,75-38대,290,290,001,002,-,-,-,002,105,82-0000008309,,2181221    ,8309,10200,-,N,-,-,193780.947279999,542367.026169863
8653,-,신길동홍어거리입구,002,-,560,188도,170,170,001,002,-,-,-,001,105,82-0000008323,,2157091    ,8323,13200,-,N,-,-,192200.56975,545729.696489864
8680,-,위례중앙푸르지오입구삼거리,002,-,710,-,360,360,001,002,-,-,-,001,106,82-0000008350,,6059582    ,8350,10900,-,N,-,-,212454.10612705,541657.784082709
8681,-,길음롯데캐슬,003,-,290,499-30대,320,320,001,002,-,-,-,002,107,82-0000008351,,4359331    ,8351,13400,-,N,-,-,202359.319060589,556428.188356966
8699,-,위례서이로연결도로삼거리,002,-,710,산21임,360,360,001,002,-,-,-,002,106,82-0000008369,,6141781    ,8369,10900,-,N,-,-,212064.60296,542677.09835986
8813,-,한성대입구사거리(연등)1,002,-,290,89-1 도,190,190,001,002,-,-,-,001,107,82-0000008483,,4324751    ,8483,11300,-,N,-,-,-,-
8814,-,BK타워삼거리,002,-,710,641-2 도,360,360,001,002,-,-,-,001,106,82-0000008484,,6112231    ,8484,10800,-,N,-,-,-,-
8828,-,반포래미안원베일리앞,003,-,650,1-1대,380,380,001,002,-,-,-,002,105,82-0000008498,,4106091    ,8498,10700,-,N,-,-,-,-
8830,-,봉영여중(연등),001,5054,470,325-11도,350,350,001,002,-,-,-,002,104,82-0000008500,,1167162    ,8500,10100,-,N,-,-,-,-
8113,-,롯데캐슬베네루체709동,001,-,740,-,310,310,001,002,-,-,-,001,106,82-0000007783,,7206103    ,7783,10300,-,N,-,-,214767.834421251,549783.135526684
8115,-,도란도란교(연등),002,7975,290,56-2대,190,190,001,002,-,-,-,002,107,82-0000007785,,4314992    ,7785,11100,-,N,-,-,200627.58197,554248.918149871
8118,-,고명초등학교앞,003,-,740,15대,310,310,001,002,-,-,-,002,106,82-0000007788,,6267401    ,7788,10100,-,N,-,-,212909.896739999,550251.290049865
8240,-,극락정사앞,001,-,590,148-7 공,220,220,001,002,-,-,-,002,105,82-0000007910,,3127041    ,7910,10400,-,N,-,-,195707.030470002,545467.608889865
8287,-,서초젠트리스(경보),002,-,650,산43-1임,110,110,001,002,-,-,-,001,106,82-0000007957,,5005861    ,7957,11100,-,N,-,-,205121.392645272,539580.181714104
8368,-,명덕외고기숙사(연등)1,002,-,500,195-8답,300,300,001,002,-,-,-,001,104,82-0000008038,,1207972    ,8038,10600,-,N,-,-,185141.059371529,550633.115388054
8494,-,마포프레스티지302동,003,-,440,9-99대,210,210,001,002,-,-,-,002,108,82-0000008164,,3217232    ,8164,10900,-,N,-,-,195284.022389123,550414.29454506
8515,-,신금호역(연등)1,001,-,200,122-1도,180,180,001,002,-,-,-,001,109,82-0000008185,,4247172    ,8185,10900,-,N,-,-,201768.274830001,550626.80928987
8599,-,잠실대교남단진출램프,001,-,710,239천,230,230,001,002,-,-,-,001,106,82-0000008269,,5270301    ,8269,10100,-,N,-,-,208342.922384431,546775.660982913
8631,-,남가좌아이파크102동(연등),003,-,410,319-25도,140,140,001,002,-,-,-,002,108,82-0000008301,,2362641    ,8301,12000,-,N,-,-,192998.361673125,552977.45010987
8654,-,코스트코양재,002,-,650,216-1잡,340,340,001,002,-,-,-,001,105,82-0000008324,,4077201    ,8324,10200,-,N,-,-,203298.82023,540250.83733986
8656,-,금옥어린이집,002,-,200,349-234차,180,180,001,002,-,-,-,001,109,82-0000008326,,4226842    ,8326,11300,-,N,-,-,201108.20338925,549987.369769737
8695,-,명인갈비,001,-,440,542-48대,210,210,001,002,-,-,-,002,108,82-0000008365,,2360221    ,8365,12400,-,N,-,-,192808.479979999,551871.843929867
8696,-,창동동진빌리지,003,-,320,299대,400,400,001,002,-,-,-,001,107,82-0000008366,,4478992    ,8366,10700,-,N,-,-,203670.337659999,561239.322879754
7979,-,숭문고,001,-,440,3-62 대,-,-,001,002,-,-,-,-,-,82-0000007649,,-,7649,10800,-,N,-,-,195168.112511359,550098.050120939
7983,-,마곡트루엘오피스텔(C3),003,-,500,754-6 도,300,300,001,002,-,-,-,002,104,82-0000007653,,0390771    ,7653,10500,-,N,-,-,184661.051440361,552101.573960448
7984,-,송파IC진출입램프,002,-,710,245-15 도,360,360,001,002,-,-,-,001,106,82-0000007654,,6130311    ,7654,10900,-,N,-,-,211358.371309998,541814.592534326
8127,-,BMW서비스센터,002,-,440,450대,210,210,001,002,-,-,-,002,108,82-0000007797,,2330521    ,7797,12500,-,N,-,-,191460.979479999,551896.505299868
8167,-,서초삼성물산(경보2),003,-,650,858 도,340,340,001,002,-,-,-,001,105,82-0000007837,,4154352    ,7837,10800,-,N,-,-,202361.925000014,544038.993743222
8181,-,우리은행강남역지점앞(경보),001,-,650,619-7 대,110,110,001,002,-,-,-,001,105,82-0000007851,,4155331    ,7851,10800,-,N,-,-,202350.037500013,544436.693743266
8188,-,래미안영등포프레비뉴아파트110동옆(경보),002,-,560,299-1 학,110,110,001,002,-,-,-,001,105,82-0000007858,,2146061    ,7858,13200,-,N,-,-,191679.387499949,545051.168743338
8190,-,대성DPolis(경보3),001,-,540,459-21 장,110,110,001,002,-,-,-,002,105,82-0000007860,,1180791    ,7860,10100,-,N,-,-,189056.924999934,542217.381243007
8191,-,대성DPolis(경보1),001,-,540,459-16도,260,260,001,002,-,-,-,001,105,82-0000007861,,1180982    ,7861,10100,-,N,-,-,189157.887499933,542168.581242999
8197,-,버들2교(연등)2,001,-,710,397-14전,360,360,001,002,-,-,-,001,106,82-0000007867,,6110561    ,7867,10900,-,N,-,-,210468.54304,542061.42186986
8198,-,송정역,001,-,500,614-73대,300,300,001,002,-,-,-,001,104,82-0000007868,,0279011    ,7868,10800,-,N,-,-,183205.044559999,551343.840719863
8200,-,아주초교(연등)2,001,-,710,86대,360,360,001,002,-,-,-,002,106,82-0000007870,,5136881    ,7870,10100,-,N,-,-,206616.731894022,545192.571445135
8201,-,대명초교입구연등(경보),001,-,740,102도,110,110,001,002,-,-,-,001,106,82-0000007871,,6285032    ,7871,10100,-,N,-,-,213684.875000083,549402.768743844
8202,-,힐스테이트암사(경보),003,-,740,509대,110,110,001,002,-,-,-,002,106,82-0000007872,,6226821    ,7872,10700,-,N,-,-,211110.450000068,549854.143743899
8203,-,KT신사지사(경보),002,-,680,456 대,110,110,001,002,-,-,-,002,106,82-0000007873,,4251721    ,7873,10700,-,N,-,-,202566.550000015,547379.48124361
8219,-,임오빌딩,001,-,440,487-365대,210,210,001,002,-,-,-,001,108,82-0000007889,,2268155    ,7889,12400,-,N,-,-,192742.028067778,551008.848059868
8232,-,상현중1(경보),001,-,590,산36임,110,110,001,002,-,-,-,001,105,82-0000007902,,3134921    ,7902,10200,-,N,-,-,196632.08942,543881.683099724
8323,-,피자헛삼거리,002,-,290,산117-1임,320,320,001,002,-,-,-,001,107,82-0000007993,,4492852    ,7993,13800,-,N,-,-,204578.720279999,558030.033689744
8357,-,잠현초등학교앞(연등),001,-,710,471천,360,360,001,002,-,-,-,001,106,82-0000008027,,5290133    ,8027,10200,-,N,-,-,209232.511760001,546905.173869735
8455,-,힐스테이트리슈빌강일505동,002,-,740,52-8답,310,310,001,002,-,-,-,002,106,82-0000008125,,7312502    ,8125,10400,-,N,-,-,215443.938279999,552795.477729866
8458,-,신설10번,002,-,740,-,310,310,001,002,-,-,-,002,106,82-0000008128,,7311771    ,8128,10400,-,N,-,-,215575.324780001,552601.159189867
8459,-,신설9번,001,-,740,-,310,310,001,002,-,-,-,002,106,82-0000008129,,7311661    ,8129,10400,-,N,-,-,215491.85294,552574.275479865
8461,-,강빛중학교정문,002,-,740,112-10 전,310,310,001,002,-,-,-,002,106,82-0000008131,,7311092    ,8131,10400,-,N,-,-,215206.18483,552713.288579866
8475,-,송파IC지하차도,001,-,710,57-2도,360,360,001,002,-,-,-,001,106,82-0000008145,,6039501    ,8145,10900,-,N,-,-,211449.395699999,541276.764059861
8539,-,천호대교남단진출램프,001,-,710,481-9천,310,310,001,002,-,-,-,002,106,82-0000008209,,6214273    ,8209,10300,-,N,-,-,210310.06721645,549149.353144399
8618,-,휘경1동주민센터(연등),001,-,230,85-101도,200,200,001,002,-,-,-,002,109,82-0000008288,,5326021    ,8288,10900,-,N,-,-,205716.592479999,554870.00842987
8665,-,한솔아파트101동앞(연등),001,-,560,1-19천,170,170,001,002,-,-,-,001,104,82-0000008335,,2205742    ,8335,13000,-,N,-,-,190064.400484449,549495.545198358
8667,-,성산대교남단동측B,001,-,560,36천,170,170,001,002,-,-,-,001,104,82-0000008337,,2215331    ,8337,13100,-,N,-,-,190363.90766,549418.408429866
8702,-,자양1파출소,003,-,210,393-1,230,230,001,002,-,-,-,002,109,82-0000008372,,5243271    ,8372,10500,-,N,-,-,206788.0229,548610.713299867
8723,-,599모터스,001,-,650,1514학,380,380,001,002,-,-,-,002,105,82-0000008393,,3172752    ,8393,10100,-,N,-,-,-,-
8728,-,심미아파트(연등),002,-,470,1090도,350,350,001,002,-,-,-,001,104,82-0000008398,,1251101    ,8398,10100,-,N,-,-,-,-
8729,-,화곡복지아파트,001,-,500,662-13도,300,300,001,002,-,-,-,002,104,82-0000008399,,1222572    ,8399,10300,-,N,-,-,-,-
8730,-,경동시장(연등),001,-,230,47-1도,200,200,001,001,-,-,-,001,109,82-0000008400,,4372471    ,8400,10200,-,N,-,-,-,-
8732,-,성북초교(연등)2,001,-,290,63-11 도,190,190,001,002,-,-,-,002,107,82-0000008402,,4306301    ,8402,10100,-,N,-,-,-,-
8733,-,쌍용남산플레티넘,001,-,140,27-3도,130,130,001,002,-,-,-,001,108,82-0000008403,,3278551    ,8403,12200,-,N,-,-,-,-
8075,-,캐스트윈,003,-,500,323-1답,300,300,001,002,-,-,-,002,104,82-0000007745,,1219662    ,7745,10400,-,N,-,-,185523.200869999,551575.293869734
8079,-,LG에스엘씨,002,-,500,422-61도,300,300,001,002,-,-,-,002,104,82-0000007749,,1209613    ,7749,10400,-,N,-,-,185001.32325,551349.936069597
8081,-,마곡필네이쳐,002,-,500,789-10 도,300,300,001,002,-,-,-,002,104,82-0000007751,,1219703    ,7751,10400,-,N,-,-,185560.63862,551283.133779726
8102,-,미주고시원(연등),002,2719,170,30-32대,160,160,001,002,-,-,-,002,108,82-0000007772,,3266731    ,7772,10100,-,N,-,-,198031.520740001,549917.264029868
8126,-,아현시장,003,-,440,137-5대,210,210,001,002,-,-,-,001,108,82-0000007796,,3227771    ,7796,10100,-,N,-,-,196050.496869999,550649.550409866
8161,-,선사로6길(경보),001,-,740,350-3도,110,110,001,002,-,-,-,002,106,82-0000007831,,6214761    ,7831,10900,-,N,-,-,210532.137500065,549086.918743809
8163,-,서부경찰서(연등)1,003,-,380,27-21대,240,240,001,002,-,-,-,001,108,82-0000007833,,2368612    ,7833,10800,-,N,-,-,193009.504129999,555847.187209744
8164,-,고덕그라시움145동,003,-,740,169도,310,310,001,002,-,-,-,001,106,82-0000007834,,7208441    ,7834,10200,-,N,-,-,214908.286959999,550966.200099865
8427,-,창도초교후문,002,-,320,660도,400,400,001,002,-,-,-,001,107,82-0000008097,,4591591    ,8097,10600,-,N,-,-,204438.365295093,562733.872913656
8438,-,고원초교(연등),001,-,530,76-147대,330,330,001,002,-,-,-,002,104,82-0000008108,,1164792    ,8108,10600,-,N,-,-,188055.639240001,544207.664199721
8441,-,바다마을아파트앞,001,-,560,143-49 도,170,170,001,002,-,-,-,001,105,82-0000008111,,2156821    ,8111,13200,-,N,-,-,192586.249385602,544864.888770887
8460,-,신설7번,002,-,740,127-2 구,310,310,001,002,-,-,-,002,106,82-0000008130,,7311242    ,8130,10400,-,N,-,-,215278.238790001,552495.739379867
8463,-,신설14 15번(연등),002,-,740,-,310,310,001,002,-,-,-,002,106,82-0000008133,,7311651    ,8133,10400,-,N,-,-,215496.990369999,552526.268609866
8464,-,신설11번,002,-,740,113-2전,310,310,001,002,-,-,-,002,106,82-0000008134,,7311031    ,8134,10400,-,N,-,-,215181.53166,552414.883019866
8466,-,화곡터널남단(연등),001,-,500,409-8대,300,300,001,002,-,-,-,002,104,82-0000008136,,1233402    ,8136,10300,-,N,-,-,186406.87517,548254.168599735
8467,-,북위례#4,003,-,710,572도,360,360,001,002,-,-,-,002,-,82-0000008137,,6183413    ,8137,11300,-,N,-,-,213906.35346,543324.094979581
8490,-,교보생명,001,-,110,40 도,120,120,001,002,-,-,-,001,107,82-0000008160,,3361641    ,8160,11900,-,N,-,-,197991.815760001,552452.058109868
8517,-,광진교북단(연등)1,001,-,210,188-15도,230,230,001,002,-,-,-,002,109,82-0000008187,,5295973    ,8187,10400,-,N,-,-,209637.08198,549639.100871974
8520,-,파리공원앞,001,-,470,901-9 도,350,350,001,002,-,-,-,002,104,82-0000008190,,1293041    ,8190,10200,-,N,-,-,189206.193770001,548464.162509866
8563,-,포레샤인17단지출입구,003,-,710,276답,360,360,001,002,-,-,-,001,106,82-0000008233,,6162701    ,8233,11300,-,N,-,-,213045.843530002,542785.337639861
8577,-,양원S1블록101동(연등)1,001,-,260,599 도,270,270,001,002,-,-,-,002,109,82-0000008247,,5399372    ,8247,10500,-,N,-,-,209383.195175001,556637.983378601
8578,-,양원S1블록101동(연등)2,001,-,260,604 도,270,270,001,002,-,-,-,002,109,82-0000008248,,5399476    ,8248,10500,-,N,-,-,209412.851877367,556638.642728994
8583,-,서울숲IT밸리,003,-,200,13-207 대,180,180,001,002,-,-,-,001,109,82-0000008253,,4295592    ,8253,11400,-,N,-,-,204470.368209999,549712.822209739
8670,-,성은예배당,002,-,260,382-1천,270,270,001,002,-,-,-,001,109,82-0000008340,,5337301    ,8340,10300,-,N,-,-,206354.274438745,555287.927952834
8673,-,한신더휴103동,002,-,300,3-819도,250,250,001,002,-,-,-,002,107,82-0000008343,,4462401    ,8343,10100,-,N,-,-,202890.226429998,557810.249119871
8676,-,방배제일은행,003,-,650,725대,380,380,001,002,-,-,-,001,105,82-0000008346,,3184741    ,8346,10100,-,N,-,-,199029.548720593,543958.999962029
8706,-,태평양파크빌라트,001,-,710,88-2 대,360,360,001,002,-,-,-,002,106,82-0000008376,,6128341    ,8376,11100,-,N,-,-,210852.09361,545985.479259863
8708,-,의생명연구센터,001,-,680,805-32 도,410,410,001,002,-,-,-,001,106,82-0000008378,,4184611    ,8378,10100,-,N,-,-,203981.584441864,543804.505365578
8716,-,홍은새마을금고,001,-,410,11-542대,140,140,001,002,-,-,-,002,108,82-0000008386,,3317351    ,8386,11800,-,N,-,-,195375.94731,555501.176099871
8717,-,구룡초교(연등),002,-,680,649 대,410,410,001,001,-,-,-,001,106,82-0000008387,,5101021    ,8387,10200,-,N,-,-,204687.149650158,542360.997501909
8746,-,면목한의원,003,-,260,630 도,270,270,001,002,-,-,-,002,109,82-0000008416,,5353801    ,8416,10100,-,N,-,-,-,-
8775,-,한강밤섬자이,001,-,440,12-7 도,210,210,001,002,-,-,-,001,108,82-0000008445,,2285121    ,8445,11700,-,N,-,-,-,-
8845,-,광운대입구(연등),001,8337,290,122-12 도,320,320,001,002,-,-,-,001,107,82-0000008515,,5401651    ,8515,13800,-,N,-,-,-,-
8846,-,답십리초교입구,002,-,230,439-97 도,200,200,001,002,-,-,-,002,109,82-0000008516,,5300661    ,8516,10500,-,N,-,-,-,-
8849,-,KT강남지사,001,-,680,801-7 도,280,280,001,002,-,-,-,001,106,82-0000008519,,4186041    ,8519,10100,-,N,-,-,-,-
8233,-,철산교하부(경보),001,-,540,426-5 장,110,110,001,002,-,-,-,002,105,82-0000007903,,1190012    ,7903,10100,-,N,-,-,189190.037499939,541819.41874282
8235,-,인헌중학교(경보),003,-,620,1655-10대,110,110,001,002,-,-,-,001,105,82-0000007905,,3049731    ,7905,10100,-,N,-,-,197065.199999982,541414.681242918
8236,-,참새어린이공원(경보1),001,-,590,390-5학,110,110,001,002,-,-,-,002,105,82-0000007906,,2165801    ,7906,10900,-,N,-,-,193107.849999959,544269.718743248
8237,-,참새어린이공원(경보2),001,-,590,390-5학,110,110,001,002,-,-,-,002,105,82-0000007907,,2165802    ,7907,10900,-,N,-,-,193095.662499959,544253.031243248
8327,-,서울금나래초교(경보2),002,-,540,426-3답,110,110,001,002,-,-,-,001,105,82-0000007997,,2026411    ,7997,10200,-,N,-,-,190888.067922588,539840.794217142
8360,-,독바위역(연등)1,002,-,380,16-103대,390,390,001,002,-,-,-,002,108,82-0000008030,,2481881    ,8030,10300,-,N,-,-,194088.99163,557654.256719872
8391,-,창신초교(연등),003,-,110,20-136 대,150,150,001,002,-,-,-,001,107,82-0000008061,,4332362    ,8061,17400,-,N,-,-,201364.61962,553057.26036974
8472,-,마천동교회,002,-,710,229-2 전,360,360,001,002,-,-,-,001,106,82-0000008142,,6184461    ,8142,11400,-,N,-,-,213888.035789616,544095.678855468
8501,-,장위꿈의숲707동,003,-,290,316-5 대,320,320,001,002,-,-,-,002,107,82-0000008171,,4492212    ,8171,13800,-,N,-,-,204281.652643044,557811.350810819
8503,-,꿈의숲교회,001,-,290,171-35도,320,320,001,002,-,-,-,002,107,82-0000008173,,4491551    ,8173,13800,-,N,-,-,204448.96168,557546.941399874
8513,-,도화현대110동,003,-,440,139-214대,210,210,001,002,-,-,-,001,108,82-0000008183,,3224942    ,8183,10400,-,N,-,-,196130.53324,548964.029019738
8514,-,도화현대110동(연등),002,-,440,155대,210,210,001,002,-,-,-,001,108,82-0000008184,,3224752    ,8184,10400,-,N,-,-,196057.916930001,549019.31322974
8568,-,청원빌딩,001,-,170,5-174대,160,160,001,002,-,-,-,001,108,82-0000008238,,3234422    ,8238,12100,-,N,-,-,196397.9118,548855.967379867
8586,-,강빛초등학교(원형교차로),003,-,740,119-6 답,310,310,001,002,-,-,-,002,106,82-0000008256,,7301882    ,8256,10400,-,N,-,-,215091.769064348,552680.5817738
8638,-,신화아파트앞,003,-,620,산197-31임,290,290,001,002,-,-,-,002,105,82-0000008308,,2150941    ,8308,10200,-,N,-,-,192656.504650001,541959.153059862
8671,-,중화2동굴다리(연등),003,-,260,314-42도,270,270,001,002,-,-,-,001,109,82-0000008341,,5347001    ,8341,10300,-,N,-,-,206705.75842,555280.673999871
8672,-,합정역3번출구,001,-,440,465-7대,210,210,001,002,-,-,-,001,108,82-0000008342,,2256881    ,8342,12000,-,N,-,-,192591.614762937,550189.653234904
8675,-,고척아이파크몰,003,-,530,102-8 도,330,330,001,002,-,-,-,002,104,82-0000008345,,1155833    ,8345,10600,-,N,-,-,187593.41964,544415.015564178
8690,-,증산2교남단(연등),001,-,410,352-1 천,140,140,001,002,-,-,-,002,108,82-0000008360,,2354001    ,8360,11900,-,N,-,-,192222.875799999,553764.940969869
8694,-,용문시장1문,003,-,170,88-1학,160,160,001,002,-,-,-,001,108,82-0000008364,,3233671    ,8364,12100,-,N,-,-,196521.71313,548616.971309867
8697,-,북서울꿈의숲동문(연등),001,-,290,산28-4 공,250,250,001,001,-,-,-,001,107,82-0000008367,,4481491    ,8367,13800,-,N,-,-,203914.308929999,557722.007279873
7930,-,도원래미안삼성아파트(연등)2,002,-,170,5-713철,210,210,001,002,-,-,-,001,108,82-0000007600,,3234321    ,7600,12000,-,-,-,-,196335.3573,548878.714409867
7935,-,공항지구대,001,-,500,614-1대,300,300,001,002,-,-,-,001,104,82-0000007605,,0269832    ,7605,10800,-,-,-,-,183117.435913458,551449.766700055
8362,-,공작아파트,002,-,560,84천,170,170,001,002,-,-,-,001,104,82-0000008032,,2281133    ,8032,11000,-,N,-,-,193741.97513,547440.623299594
8365,-,방배3치안센터(연등)2,001,-,650,988-1대,380,380,001,002,-,-,-,001,105,82-0000008035,,4100583    ,8035,10100,-,N,-,-,199949.51548,542151.401027245
8373,-,면목아이파크108동,003,-,260,284-13도,270,270,001,002,-,-,-,001,109,82-0000008043,,5354002    ,8043,10100,-,N,-,-,207178.784879299,553762.29980568
8396,-,백련산해모로아파트(연등),002,-,380,109-22대,240,240,001,002,-,-,-,001,108,82-0000008066,,2366581    ,8066,10700,-,N,-,-,192945.715292991,555171.111890507
8421,-,74반점,003,-,300,423-95대,250,250,001,002,-,-,-,001,107,82-0000008091,,4428931    ,8091,10300,-,N,-,-,201128.607038729,560920.431970381
8422,-,홍능주유소(연등),002,-,230,산1-157임,200,200,001,002,-,-,-,001,109,82-0000008092,,4385201    ,8092,10700,-,N,-,-,203788.877569999,554266.693289871
8428,-,창경초교정문,003,-,320,20-7도,400,400,001,002,-,-,-,002,107,82-0000008098,,4469791    ,8098,10500,-,N,-,-,203048.81638,561748.934049875
8429,-,은평직거래장터,003,-,380,106-24도,240,240,001,002,-,-,-,002,108,82-0000008099,,2366431    ,8099,10700,-,N,-,-,192895.475162071,554902.778410907
8430,-,역촌초교후문,003,-,380,22-12 주,240,240,001,002,-,-,-,002,108,82-0000008100,,2358622    ,8100,10800,-,N,-,-,192488.88017653,555869.96233886
8443,-,보광초교삼거리(연등),002,-,170,106-2대,160,160,001,002,-,-,-,002,108,82-0000008113,,3292881    ,8113,13000,-,N,-,-,199610.602209719,548174.904089158
8553,-,구로SKV1센터,002,-,530,-,330,330,001,002,-,-,-,001,104,82-0000008223,,0180232    ,8223,11200,-,N,-,-,183803.439480731,541929.330301936
8591,-,역삼초교(연등)2,001,-,680,741-41 대,240,240,001,002,-,-,-,001,106,82-0000008261,,4164601    ,8261,10100,-,N,-,-,202977.604249999,543795.148659863
8620,-,공릉역(연등)1,001,-,350,366-3대,370,370,001,002,-,-,-,001,107,82-0000008290,,5433451    ,8290,10300,-,N,-,-,206423.47810946,558502.789532088
8627,-,1번교차로,001,-,710,266-1답,360,360,001,002,-,-,-,002,106,82-0000008297,,6172071    ,8297,11300,-,N,-,-,213221.189610582,543138.28859986
8640,-,대림초교입구,003,-,590,391-230대,220,220,001,002,-,-,-,001,105,82-0000008310,,2175445    ,8310,10800,-,N,-,-,193396.716216884,544492.356012144
8641,-,프린스빌라,001,-,350,산145-12임,370,370,001,002,-,-,-,002,107,82-0000008311,,5532421    ,8311,10500,-,N,-,-,206421.19889,562883.622759876
8642,-,공릉한보아파트,002,-,350,189 학,370,370,001,002,-,-,-,002,107,82-0000008312,,5443771    ,8312,10300,-,N,-,-,207061.497420001,558646.790239872
8643,-,신성빌딩,001,-,320,624-107 대,400,400,001,002,-,-,-,002,107,82-0000008313,,4583651    ,8313,10800,-,N,-,-,203998.479121758,563512.838382436
8679,-,위례신안인스빌사거리,003,-,710,393임,360,360,001,002,-,-,-,001,106,82-0000008349,,6160005    ,8349,10900,-,N,-,-,212693.556079715,541779.96987846
