input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,48,bo_r48_001_tl10_dt23_ge44_qr21_tau77,10,23,44,0.21,0.77,144.92,2033.35,0.91,0.09,10:1,316.60,219.08016,364.0,144.91984,2033.346682,135.844237,0,16
BO,20260607,48,bo_r48_002_tl29_dt40_ge40_qr26_tau79,29,40,40,0.26,0.79,114.92,2004.57,0.91,0.09,10:1,286.71,219.08016,334.0,114.91984,2004.567987,144.825073,0,21
BO,20260607,48,bo_r48_003_tl28_dt39_ge40_qr22_tau78,28,39,40,0.22,0.78,115.92,1997.80,0.91,0.09,10:1,287.00,219.08016,335.0,115.91984,1997.802557,141.743516,0,21
BO,20260607,48,bo_r48_004_tl50_dt41_ge32_qr51_tau75,50,41,32,0.51,0.75,107.92,2012.60,0.91,0.09,10:1,281.07,219.08016,327.0,107.91984,2012.59789,142.41716,0,25
BO,20260607,48,bo_r48_005_tl35_dt12_ge38_qr21_tau81,35,12,38,0.21,0.81,161.92,1946.62,0.91,0.09,10:1,324.17,219.08016,381.0,161.91984,1946.623334,142.315789,0,16
BO,20260607,48,bo_r48_006_tl67_dt41_ge37_qr61_tau83,67,41,37,0.61,0.83,127.92,2023.46,0.91,0.09,10:1,300.24,219.08016,347.0,127.91984,2023.463605,144.274924,0,23
BO,20260607,49,bo_r49_001_tl0_dt34_ge49_qr13_tau78,0,34,49,0.13,0.78,137.92,1854.04,0.91,0.09,10:1,293.93,219.08016,357.0,137.91984,1854.036001,159.582192,0,18
BO,20260607,49,bo_r49_002_tl9_dt23_ge37_qr22_tau80,9,23,37,0.22,0.8,159.92,1997.81,0.91,0.09,10:1,327.00,219.08016,379.0,159.91984,1997.814223,144.046784,0,16
BO,20260607,49,bo_r49_003_tl34_dt22_ge27_qr17_tau80,34,22,27,0.17,0.8,145.92,2033.52,0.91,0.09,10:1,317.52,219.08016,365.0,145.91984,2033.523911,136.220497,0,21
BO,20260607,49,bo_r49_004_tl34_dt23_ge41_qr28_tau82,34,23,41,0.28,0.82,144.92,2033.35,0.91,0.09,10:1,316.60,219.08016,364.0,144.91984,2033.346682,135.844237,0,16
BO,20260607,49,bo_r49_005_tl44_dt26_ge30_qr9_tau84,44,26,30,0.09,0.84,137.92,2043.75,0.91,0.09,10:1,311.18,219.08016,357.0,137.91984,2043.749057,132.920635,0,21
BO,20260607,49,bo_r49_006_tl58_dt30_ge35_qr23_tau80,58,30,35,0.23,0.8,143.92,1999.82,0.91,0.09,10:1,312.64,219.08016,363.0,143.91984,1999.816536,140.13783,0,23
BO,20260607,50,bo_r50_001_tl5_dt39_ge44_qr29_tau74,5,39,44,0.29,0.74,141.92,2008.97,0.91,0.09,10:1,311.65,219.08016,361.0,141.91984,2008.968487,143.508876,0,20
BO,20260607,50,bo_r50_002_tl33_dt31_ge37_qr21_tau82,33,31,37,0.21,0.82,157.92,2002.22,0.91,0.09,10:1,325.58,219.08016,377.0,157.91984,2002.218515,139.704678,0,21
BO,20260607,50,bo_r50_003_tl11_dt32_ge42_qr23_tau71,11,32,42,0.23,0.71,138.92,2072.17,0.91,0.09,10:1,314.67,219.08016,358.0,138.91984,2072.167473,134.645695,0,19
BO,20260607,50,bo_r50_004_tl8_dt42_ge39_qr29_tau75,8,42,39,0.29,0.75,195.92,1977.55,0.91,0.09,10:1,357.89,219.08016,415.0,195.91984,1977.551945,141.961219,0,25
BO,20260607,50,bo_r50_005_tl40_dt32_ge29_qr52_tau82,40,32,29,0.52,0.82,138.92,1844.16,0.91,0.09,10:1,293.94,219.08016,358.0,138.91984,1844.161341,154.501129,0,25
BO,20260607,50,bo_r50_006_tl43_dt37_ge36_qr33_tau85,43,37,36,0.33,0.85,138.92,1976.01,0.91,0.09,10:1,305.93,219.08016,358.0,138.91984,1976.005536,143.928375,0,23
