method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,2,5,6,bo_r02_005_tl75_dt123_ge26_qr40_tau78,75,123,26,0.4,0.78,1041.92,312.23,975.58,596.16,0.00,PASS,,recovery_timeout,True,False,0,771,1,95,878455.77,207829.04,1549082.50,,,,,,,,,,,,,,,,,,975.58,,,
BO,20260607,2,6,6,bo_r02_006_tl108_dt47_ge23_qr15_tau70,108,47,23,0.15,0.7,0.00,493.75,1000044.89,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2035,1,26,964953.11,304192.47,1625713.74,,,,,,,,,,,,,,,,,,44.89,,,
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,0.00,499.84,1000045.44,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2857,1,46,884210.31,141610.45,1626810.17,,,,,,,,,,,,,,,,,,45.44,,,
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,0.00,494.92,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1338,1,20,993388.59,464813.28,1521963.90,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,3,3,6,bo_r03_003_tl1_dt76_ge49_qr33_tau80,1,76,49,0.33,0.8,0.00,482.64,1000043.88,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1649,1,20,937664.02,634115.42,1241212.63,,,,,,,,,,,,,,,,,,43.88,,,
BO,20260607,3,4,6,bo_r03_004_tl27_dt38_ge13_qr63_tau70,27,38,13,0.63,0.7,0.00,497.85,1000045.26,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2312,1,31,1049192.17,486904.37,1611479.97,,,,,,,,,,,,,,,,,,45.26,,,
BO,20260607,3,5,6,bo_r03_005_tl65_dt18_ge27_qr88_tau89,65,18,27,0.88,0.89,0.00,490.54,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3608,1,14,787533.68,-71721.68,1646789.05,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,3,6,6,bo_r03_006_tl40_dt213_ge31_qr40_tau70,40,213,31,0.4,0.7,1093.92,319.04,1023.48,596.16,0.00,PASS,,recovery_detected,True,False,0,709,1,89,390459.40,-483618.99,1264537.79,,,,,,,,,,,,,,,,,,1023.48,,,
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,0.00,495.25,1000045.02,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,989,1,20,1042720.64,612388.12,1473053.16,,,,,,,,,,,,,,,,,,45.02,,,
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,0.00,491.51,1000044.68,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2909,1,19,909379.21,181732.16,1637026.26,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,4,3,6,bo_r04_003_tl68_dt207_ge1_qr84_tau82,68,207,1,0.84,0.82,636.92,302.67,606.53,596.16,0.00,PASS,,recovery_timeout,True,False,0,1528,1,165,780590.07,-47948.77,1609128.90,,,,,,,,,,,,,,,,,,606.53,,,
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,708.92,299.64,671.71,596.16,0.00,PASS,,recovery_timeout,True,False,0,719,1,95,713675.98,1845.66,1425506.30,,,,,,,,,,,,,,,,,,671.71,,,
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,0.00,483.71,1000043.97,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,506,1,38,828073.18,23230.84,1632915.52,,,,,,,,,,,,,,,,,,43.97,,,
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,0.00,490.46,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3642,0,10,794742.19,-41385.78,1630870.16,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,0.00,494.90,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2284,1,21,1028289.91,607853.77,1448726.04,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,5,2,6,bo_r05_002_tl59_dt170_ge9_qr25_tau77,59,170,9,0.25,0.77,614.92,302.46,586.51,586.51,0.00,PASS,,recovery_timeout,True,False,0,896,1,108,683975.42,149575.47,1218375.37,,,,,,,,,,,,,,,,,,586.51,,,
BO,20260607,5,3,6,bo_r05_003_tl86_dt37_ge15_qr94_tau90,86,37,15,0.94,0.9,0.00,489.64,1000044.51,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2695,0,30,1011306.25,616512.62,1406099.87,,,,,,,,,,,,,,,,,,44.51,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,0.00,499.51,1000045.41,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2068,1,16,994237.53,844474.32,1144000.74,,,,,,,,,,,,,,,,,,45.41,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,914.92,294.90,858.55,586.51,0.00,PASS,,recovery_detected,True,False,0,634,0,69,505872.07,-21626.23,1033370.37,,,,,,,,,,,,,,,,,,858.55,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,0.00,450.36,1000040.94,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,311,1,54,761814.78,502484.50,1021145.05,,,,,,,,,,,,,,,,,,40.94,,,
BO,20260607,6,1,6,bo_r06_001_tl37_dt28_ge3_qr1_tau72,37,28,3,0.01,0.72,0.00,491.51,1000044.68,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2916,1,41,777898.14,32238.03,1523558.26,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,6,2,6,bo_r06_002_tl102_dt145_ge40_qr25_tau77,102,145,40,0.25,0.77,968.92,301.61,908.26,586.51,0.00,PASS,,recovery_timeout,True,False,0,548,1,74,566213.94,298130.16,834297.72,,,,,,,,,,,,,,,,,,908.26,,,
BO,20260607,6,3,6,bo_r06_003_tl11_dt134_ge17_qr24_tau80,11,134,17,0.24,0.8,725.92,297.07,686.93,586.51,0.00,PASS,,recovery_timeout,True,False,0,1382,1,93,665774.43,333283.14,998265.73,,,,,,,,,,,,,,,,,,686.93,,,
BO,20260607,6,4,6,bo_r06_004_tl22_dt213_ge0_qr82_tau77,22,213,0,0.82,0.77,0.00,462.05,1000042.00,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1198,1,107,-79581.29,-309932.58,150770.00,,,,,,,,,,,,,,,,,,42.00,,,
BO,20260607,6,5,6,bo_r06_005_tl67_dt81_ge39_qr81_tau85,67,81,39,0.81,0.85,995.92,305.87,933.19,586.51,0.00,PASS,,recovery_timeout,True,False,0,817,1,73,993294.07,509465.98,1477122.16,,,,,,,,,,,,,,,,,,933.19,,,
BO,20260607,6,6,6,bo_r06_006_tl17_dt9_ge0_qr89_tau86,17,9,0,0.89,0.86,0.00,467.32,1000042.48,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,5197,1,24,986457.07,660051.62,1312862.51,,,,,,,,,,,,,,,,,,42.48,,,
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,319.92,388.94,326.19,326.19,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,715162.29,-157280.64,1587605.22,,,,,,,,,,,,,,,,,,326.19,,,
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,0.00,490.36,1000044.58,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,283,1,21,730815.89,-162441.60,1624073.37,,,,,,,,,,,,,,,,,,44.58,,,
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,861.92,304.49,811.24,326.19,0.00,PASS,,recovery_timeout,True,False,0,908,1,129,368988.84,-497022.64,1235000.33,,,,,,,,,,,,,,,,,,811.24,,,
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,0.00,490.94,1000044.63,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3724,1,10,871439.60,103212.10,1639667.09,,,,,,,,,,,,,,,,,,44.63,,,
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,1458.92,330.33,1356.32,326.19,0.00,PASS,,recovery_detected,True,False,0,769,1,119,1105954.01,773513.34,1438394.67,,,,,,,,,,,,,,,,,,1356.32,,,
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,910.92,304.60,855.80,326.19,0.00,PASS,,recovery_detected,True,False,0,929,1,119,463094.53,-384632.38,1310821.45,,,,,,,,,,,,,,,,,,855.80,,,
BO,20260607,8,1,6,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,0.00,484.49,1000044.04,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,350,1,29,762791.26,-24912.29,1550494.80,,,,,,,,,,,,,,,,,,44.04,,,
BO,20260607,8,2,6,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,0.00,443.71,1000040.34,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2191,1,104,849804.22,118011.10,1581597.34,,,,,,,,,,,,,,,,,,40.34,,,
BO,20260607,8,3,6,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,0.00,478.89,1000043.54,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,172,1,27,238084.51,-447276.02,923445.05,,,,,,,,,,,,,,,,,,43.54,,,
BO,20260607,8,4,6,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,886.92,304.94,834.01,326.19,0.00,PASS,,recovery_detected,True,False,0,532,1,72,481620.38,-342839.61,1306080.37,,,,,,,,,,,,,,,,,,834.01,,,
BO,20260607,8,5,6,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,0.00,496.31,1000045.12,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,270,1,21,475276.20,-380761.32,1331313.72,,,,,,,,,,,,,,,,,,45.12,,,
BO,20260607,8,6,6,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,0.00,498.16,1000045.29,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,541,1,28,895579.09,188830.85,1602327.34,,,,,,,,,,,,,,,,,,45.29,,,
BO,20260607,9,1,6,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,0.00,485.46,1000044.13,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3570,1,17,903758.78,154535.46,1652982.09,,,,,,,,,,,,,,,,,,44.13,,,
BO,20260607,9,2,6,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,1057.92,310.71,989.99,326.19,0.00,PASS,,recovery_detected,True,False,0,1341,1,147,723168.99,-64644.29,1510982.28,,,,,,,,,,,,,,,,,,989.99,,,
BO,20260607,9,3,6,bo_r09_003_tl42_dt159_ge27_qr57_tau83,42,159,27,0.57,0.83,981.92,301.89,920.10,326.19,0.00,PASS,,recovery_timeout,True,False,0,722,1,90,219151.69,-519815.68,958119.06,,,,,,,,,,,,,,,,,,920.10,,,
BO,20260607,9,4,6,bo_r09_004_tl102_dt211_ge3_qr0_tau84,102,211,3,0.0,0.84,717.92,296.90,679.65,326.19,0.00,PASS,,recovery_timeout,True,False,0,1319,1,162,26007.06,-701786.98,753801.10,,,,,,,,,,,,,,,,,,679.65,,,
BO,20260607,9,5,6,bo_r09_005_tl34_dt45_ge45_qr95_tau90,34,45,45,0.95,0.9,0.00,496.63,1000045.15,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1715,0,16,1038407.64,444152.25,1632663.02,,,,,,,,,,,,,,,,,,45.15,,,
BO,20260607,9,6,6,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,0.00,444.71,1000040.43,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1127,1,94,704666.42,-55858.05,1465190.89,,,,,,,,,,,,,,,,,,40.43,,,
BO,20260607,10,1,6,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,0.00,486.06,1000044.19,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2956,0,18,990482.44,515120.99,1465843.88,,,,,,,,,,,,,,,,,,44.19,,,
BO,20260607,10,2,6,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,861.92,305.96,811.38,326.19,0.00,PASS,,recovery_detected,True,False,0,1136,1,112,-68118.41,-577414.76,441177.95,,,,,,,,,,,,,,,,,,811.38,,,
BO,20260607,10,3,6,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,1156.92,322.77,1081.09,326.19,0.00,PASS,,recovery_detected,True,False,0,716,1,88,936915.58,358377.87,1515453.28,,,,,,,,,,,,,,,,,,1081.09,,,
BO,20260607,10,4,6,bo_r10_004_tl66_dt53_ge41_qr27_tau85,66,53,41,0.27,0.85,0.00,498.67,1000045.33,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,848,1,21,593202.62,219195.78,967209.46,,,,,,,,,,,,,,,,,,45.33,,,
BO,20260607,10,5,6,bo_r10_005_tl85_dt211_ge25_qr2_tau81,85,211,25,0.02,0.81,0.00,418.85,1000038.08,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,365,1,60,445783.09,-408103.71,1299669.88,,,,,,,,,,,,,,,,,,38.08,,,
BO,20260607,10,6,6,bo_r10_006_tl92_dt188_ge2_qr19_tau88,92,188,2,0.19,0.88,755.92,304.70,714.90,326.19,0.00,PASS,,recovery_timeout,True,False,0,1505,1,177,-7803.36,-479396.52,463789.81,,,,,,,,,,,,,,,,,,714.90,,,
BO,20260607,11,1,6,bo_r11_001_tl106_dt224_ge5_qr90_tau87,106,224,5,0.9,0.87,733.92,305.23,694.95,326.19,0.00,PASS,,recovery_timeout,True,False,0,1240,1,149,116688.00,-515563.05,748939.04,34.37,34.29,ei,global,False,29.91,9.46,6.28,7.54,6.22,29.91,12.32,29.91,11.96,3.39834158,5,0.870366,694.95,,,
BO,20260607,11,2,6,bo_r11_002_tl45_dt151_ge0_qr3_tau72,45,151,0,0.03,0.72,0.00,489.04,1000044.46,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,885,1,88,577561.11,-302163.55,1457285.77,34.26,33.89,ei,global,False,13.21,3.90,2.46,3.59,2.16,13.21,3.75,13.21,4.85,2.58130099,5,0.385763,44.46,,,
BO,20260607,11,3,6,bo_r11_003_tl79_dt224_ge10_qr88_tau83,79,224,10,0.88,0.83,701.92,295.37,664.96,326.19,0.00,PASS,,recovery_timeout,True,False,0,1077,1,118,218701.82,-624251.15,1061654.80,32.19,32.07,ei,local,False,25.32,7.51,5.04,6.27,5.10,25.32,10.30,25.32,9.92,3.23174405,5,0.786588,664.96,,,
BO,20260607,11,4,6,bo_r11_004_tl85_dt224_ge4_qr89_tau80,85,224,4,0.89,0.8,0.00,437.64,1000039.79,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,772,1,108,-27405.85,-513930.12,459118.42,31.61,31.47,ei,local,False,23.64,7.19,4.78,5.94,4.74,23.64,9.41,23.64,9.28,3.16283126,5,0.747872,39.79,,,
BO,20260607,11,5,6,bo_r11_005_tl75_dt149_ge0_qr23_tau73,75,149,0,0.23,0.73,630.92,302.03,601.02,326.19,0.00,PASS,,recovery_timeout,True,False,0,1464,1,180,505676.16,-349951.92,1361304.23,31.48,31.21,ei,global,False,15.81,5.28,3.33,4.33,2.96,15.81,5.17,15.81,6.15,2.76072380,5,0.502263,601.02,,,
BO,20260607,11,6,6,bo_r11_006_tl86_dt224_ge7_qr81_tau82,86,224,7,0.81,0.82,640.92,301.84,610.09,326.19,0.00,PASS,,recovery_timeout,True,False,0,1085,1,121,104086.95,-604321.36,812495.25,31.27,31.14,ei,global,False,23.84,7.30,4.85,6.00,4.81,23.84,9.53,23.84,9.39,3.17118335,5,0.762320,610.09,,,
BO,20260607,12,1,6,bo_r12_001_tl49_dt200_ge43_qr84_tau89,49,200,43,0.84,0.89,0.00,477.97,1000043.45,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,157,1,27,884557.68,384633.87,1384481.50,62.30,62.19,ei,global,False,56.09,15.42,10.63,13.32,11.33,56.09,24.08,56.09,21.81,4.02693347,5,0.900283,43.45,,,
BO,20260607,12,2,6,bo_r12_002_tl44_dt206_ge28_qr87_tau90,44,206,28,0.87,0.9,0.00,416.01,1000037.82,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,391,1,58,265911.20,-463551.70,995374.10,56.62,56.48,ei,global,False,48.61,12.77,8.89,11.39,9.65,48.61,20.82,48.61,18.69,3.88382608,5,0.858505,37.82,,,
BO,20260607,12,3,6,bo_r12_003_tl46_dt184_ge49_qr83_tau89,46,184,49,0.83,0.89,735.92,303.00,696.56,326.19,0.00,PASS,,recovery_timeout,True,False,0,387,1,49,796213.92,-137814.85,1730242.68,56.28,56.20,ei,global,False,51.58,14.18,9.78,12.23,10.45,51.58,22.23,51.58,20.07,3.94304427,5,0.916334,696.56,,,
BO,20260607,12,4,6,bo_r12_004_tl38_dt115_ge46_qr0_tau87,38,115,46,0.0,0.87,0.00,422.27,1000038.39,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,299,1,42,699620.83,-135945.55,1535187.22,45.10,44.85,ei,local,False,31.13,8.99,6.02,7.73,6.07,31.13,12.23,31.13,12.03,3.43805365,5,0.690228,38.39,,,
BO,20260607,12,5,6,bo_r12_005_tl56_dt93_ge43_qr0_tau89,56,93,43,0.0,0.89,0.00,463.06,1000042.10,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,255,1,31,40157.11,-481935.07,562249.28,44.73,44.53,ei,local,False,33.23,10.19,6.75,8.39,6.67,33.23,13.18,33.23,13.07,3.50359701,5,0.743013,42.10,,,
BO,20260607,12,6,6,bo_r12_006_tl71_dt199_ge11_qr86_tau89,71,199,11,0.86,0.89,0.00,414.08,1000037.64,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,682,1,97,-11608.98,-623461.23,600243.26,44.63,44.17,ei,global,False,37.34,10.63,7.23,9.04,7.53,37.34,15.64,37.34,14.57,3.62003251,5,0.843114,37.64,,,
BO,20260607,13,1,6,bo_r13_001_tl74_dt222_ge50_qr56_tau84,74,222,50,0.56,0.84,1187.92,311.90,1108.28,326.19,0.00,PASS,,recovery_detected,True,False,0,580,1,69,653167.87,-292507.99,1598843.73,43.86,43.74,ei,global,False,36.93,11.50,7.65,9.27,7.61,36.93,15.13,36.93,14.68,3.60895518,5,0.841882,1108.28,,,
BO,20260607,13,2,6,bo_r13_002_tl70_dt184_ge50_qr58_tau84,70,184,50,0.58,0.84,1187.92,311.90,1108.28,326.19,0.00,PASS,,recovery_detected,True,False,0,580,1,69,337615.28,-501272.55,1176503.11,39.73,39.63,ei,global,False,33.78,10.40,6.94,8.44,6.95,33.78,13.92,33.78,13.40,3.51976835,5,0.850120,1108.28,,,
BO,20260607,13,3,6,bo_r13_003_tl38_dt222_ge14_qr43_tau76,38,222,14,0.43,0.76,818.92,302.18,771.94,326.19,0.00,PASS,,recovery_detected,True,False,0,1057,1,109,478874.43,-455859.52,1413608.39,38.43,38.12,ei,global,False,20.65,5.49,3.68,5.13,3.71,20.65,7.48,20.65,7.69,3.02790468,5,0.537379,771.94,,,
BO,20260607,13,4,6,bo_r13_004_tl3_dt222_ge19_qr32_tau75,3,222,19,0.32,0.75,0.00,424.67,1000038.61,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1342,1,63,620772.45,-332317.95,1573862.85,36.65,36.30,ei,global,False,16.49,3.40,2.39,3.88,2.63,16.49,5.73,16.49,5.75,2.80262273,5,0.449822,38.61,,,
BO,20260607,13,5,6,bo_r13_005_tl59_dt220_ge8_qr40_tau76,59,220,8,0.4,0.76,0.00,443.88,1000040.35,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,617,1,84,106359.60,-619828.72,832547.92,36.05,35.77,ei,local,False,19.87,5.89,3.85,5.12,3.69,19.87,7.07,19.87,7.58,2.98903814,5,0.551103,40.35,,,
BO,20260607,13,6,6,bo_r13_006_tl100_dt198_ge46_qr69_tau82,100,198,46,0.69,0.82,0.00,483.78,1000043.98,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,174,1,23,642732.96,-303221.27,1588687.20,34.04,33.97,ei,global,False,30.44,10.12,6.64,7.82,6.44,30.44,12.46,30.44,12.32,3.41580569,5,0.894377,43.98,,,
