method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,2,5,6,bo_r02_005_tl12_dt151_ge30_qr53_tau80,12,151,30,0.53,0.8,144.92,79.72,140.84,140.84,0.00,PASS,,recovery_detected,True,False,0,567,0,27,276.62,133.26,419.97,,,,,,,,,,,,,,140.84,,,False
BO,20260607,2,6,6,bo_r02_006_tl121_dt65_ge11_qr46_tau73,121,65,11,0.46,0.73,288.92,99.75,277.10,140.84,0.00,PASS,,recovery_detected,True,False,0,721,0,63,276.62,133.26,419.97,,,,,,,,,,,,,,277.10,,,False
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,192.92,82.64,186.03,140.84,0.00,PASS,,recovery_detected,True,False,0,2605,0,59,260.13,125.05,395.21,,,,,,,,,,,,,,186.03,,,False
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,165.92,83.12,160.74,140.84,0.00,PASS,,recovery_detected,True,False,0,961,0,27,260.13,125.05,395.21,,,,,,,,,,,,,,160.74,,,False
BO,20260607,3,3,6,bo_r03_003_tl117_dt3_ge19_qr98_tau78,117,3,19,0.98,0.78,262.92,88.84,252.04,140.84,0.00,PASS,,recovery_detected,True,False,0,4644,0,18,260.13,125.05,395.21,,,,,,,,,,,,,,252.04,,,False
BO,20260607,3,4,6,bo_r03_004_tl95_dt181_ge20_qr27_tau74,95,181,20,0.27,0.74,290.92,87.14,278.18,140.84,0.00,PASS,,recovery_detected,True,False,0,394,1,52,260.13,125.05,395.21,,,,,,,,,,,,,,278.18,,,False
BO,20260607,3,5,6,bo_r03_005_tl26_dt127_ge1_qr65_tau72,26,127,1,0.65,0.72,249.92,94.82,240.23,140.84,0.00,PASS,,recovery_detected,True,False,0,1024,0,91,260.13,125.05,395.21,,,,,,,,,,,,,,240.23,,,False
BO,20260607,3,6,6,bo_r03_006_tl55_dt176_ge38_qr40_tau85,55,176,38,0.4,0.85,264.92,89.17,253.94,140.84,0.00,PASS,,recovery_detected,True,False,0,399,0,31,260.13,125.05,395.21,,,,,,,,,,,,,,253.94,,,False
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,113.92,90.96,112.49,112.49,0.00,PASS,,recovery_detected,True,False,0,671,1,22,249.60,126.33,372.86,,,,,,,,,,,,,,112.49,,,False
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,90.92,94.03,91.11,91.11,0.00,PASS,,recovery_detected,True,False,0,1688,1,19,249.60,126.33,372.86,,,,,,,,,,,,,,91.11,,,False
BO,20260607,4,3,6,bo_r04_003_tl68_dt239_ge1_qr84_tau82,68,239,1,0.84,0.82,325.92,95.70,311.53,91.11,0.00,PASS,,recovery_detected,True,False,0,1093,0,107,249.60,126.33,372.86,,,,,,,,,,,,,,311.53,,,False
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,519.92,83.18,492.62,91.11,0.00,PASS,,recovery_detected,True,False,0,652,0,80,249.60,126.33,372.86,,,,,,,,,,,,,,492.62,,,False
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,308.92,80.54,294.65,91.11,0.00,PASS,,recovery_detected,True,False,0,772,0,48,249.60,126.33,372.86,,,,,,,,,,,,,,294.65,,,False
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,144.92,78.65,140.78,91.11,0.00,PASS,,recovery_detected,True,False,0,2911,0,18,249.60,126.33,372.86,,,,,,,,,,,,,,140.78,,,False
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,137.92,81.77,134.41,91.11,0.00,PASS,,recovery_detected,True,False,0,1653,0,28,247.33,72.13,422.53,,,,,,,,,,,,,,134.41,,,False
BO,20260607,5,2,6,bo_r05_002_tl114_dt119_ge42_qr19_tau76,114,119,42,0.19,0.76,270.92,82.80,259.16,91.11,0.00,PASS,,recovery_detected,True,False,0,266,1,32,247.33,72.13,422.53,,,,,,,,,,,,,,259.16,,,False
BO,20260607,5,3,6,bo_r05_003_tl30_dt173_ge9_qr30_tau90,30,173,9,0.3,0.9,333.92,92.86,318.85,91.11,0.00,PASS,,recovery_detected,True,False,0,1030,1,71,247.33,72.13,422.53,,,,,,,,,,,,,,318.85,,,False
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,108.92,82.13,107.25,91.11,0.00,PASS,,recovery_detected,True,False,0,1328,0,19,247.33,72.13,422.53,,,,,,,,,,,,,,107.25,,,False
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,203.92,81.85,196.29,91.11,0.00,PASS,,recovery_detected,True,False,0,425,0,29,247.33,72.13,422.53,,,,,,,,,,,,,,196.29,,,False
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,230.92,82.93,221.67,91.11,0.00,PASS,,recovery_detected,True,False,0,326,1,46,247.33,72.13,422.53,,,,,,,,,,,,,,221.67,,,False
BO,20260607,6,1,6,bo_r06_001_tl119_dt74_ge7_qr7_tau70,119,74,7,0.07,0.7,364.92,97.15,348.18,91.11,0.00,PASS,,recovery_detected,True,False,0,1079,1,86,239.12,67.27,410.97,,,,,,,,,,,,,,348.18,,,False
BO,20260607,6,2,6,bo_r06_002_tl8_dt204_ge36_qr80_tau76,8,204,36,0.8,0.76,258.92,79.53,247.71,91.11,0.00,PASS,,recovery_detected,True,False,0,494,0,35,239.12,67.27,410.97,,,,,,,,,,,,,,247.71,,,False
BO,20260607,6,3,6,bo_r06_003_tl28_dt22_ge33_qr35_tau76,28,22,33,0.35,0.76,145.92,75.50,141.52,91.11,0.00,PASS,,recovery_detected,True,False,0,2579,0,18,239.12,67.27,410.97,,,,,,,,,,,,,,141.52,,,False
BO,20260607,6,4,6,bo_r06_004_tl86_dt232_ge20_qr22_tau70,86,232,20,0.22,0.7,290.92,87.14,278.18,91.11,0.00,PASS,,recovery_detected,True,False,0,394,1,52,239.12,67.27,410.97,,,,,,,,,,,,,,278.18,,,False
BO,20260607,6,5,6,bo_r06_005_tl82_dt60_ge33_qr40_tau89,82,60,33,0.4,0.89,245.92,76.56,235.34,91.11,0.00,PASS,,recovery_detected,True,False,0,657,0,33,239.12,67.27,410.97,,,,,,,,,,,,,,235.34,,,False
BO,20260607,6,6,6,bo_r06_006_tl81_dt122_ge8_qr4_tau70,81,122,8,0.04,0.7,406.92,87.22,386.94,91.11,0.00,PASS,,recovery_detected,True,False,0,890,1,88,239.12,67.27,410.97,,,,,,,,,,,,,,386.94,,,False
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,198.92,89.37,192.07,91.11,0.00,PASS,,recovery_detected,True,False,0,297,1,28,244.76,73.66,415.87,,,,,,,,,,,,,,192.07,,,False
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,283.92,79.07,271.12,91.11,0.00,PASS,,recovery_detected,True,False,0,321,0,30,244.76,73.66,415.87,,,,,,,,,,,,,,271.12,,,False
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,320.92,82.28,306.01,91.11,0.00,PASS,,recovery_detected,True,False,0,575,0,67,244.76,73.66,415.87,,,,,,,,,,,,,,306.01,,,False
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,145.92,78.62,141.71,91.11,0.00,PASS,,recovery_detected,True,False,0,2911,0,17,244.76,73.66,415.87,,,,,,,,,,,,,,141.71,,,False
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,224.92,88.79,216.41,91.11,0.00,PASS,,recovery_detected,True,False,0,349,1,34,244.76,73.66,415.87,,,,,,,,,,,,,,216.41,,,False
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,303.92,85.22,290.25,91.11,0.00,PASS,,recovery_detected,True,False,0,829,0,58,244.76,73.66,415.87,,,,,,,,,,,,,,290.25,,,False
BO,20260607,8,1,6,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,242.92,78.20,232.62,91.11,0.00,PASS,,recovery_detected,True,False,0,424,0,36,243.55,79.28,407.82,,,,,,,,,,,,,,232.62,,,False
BO,20260607,8,2,6,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,295.92,88.00,282.92,91.11,0.00,PASS,,recovery_detected,True,False,0,1885,0,84,243.55,79.28,407.82,,,,,,,,,,,,,,282.92,,,False
BO,20260607,8,3,6,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,209.92,83.13,202.00,91.11,0.00,PASS,,recovery_detected,True,False,0,168,1,29,243.55,79.28,407.82,,,,,,,,,,,,,,202.00,,,False
BO,20260607,8,4,6,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,363.92,89.46,346.77,91.11,0.00,PASS,,recovery_detected,True,False,0,364,0,42,243.55,79.28,407.82,,,,,,,,,,,,,,346.77,,,False
BO,20260607,8,5,6,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,159.92,84.98,155.24,91.11,0.00,PASS,,recovery_detected,True,False,0,249,1,28,243.55,79.28,407.82,,,,,,,,,,,,,,155.24,,,False
BO,20260607,8,6,6,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,159.92,80.82,154.98,91.11,0.00,PASS,,recovery_detected,True,False,0,585,0,33,243.55,79.28,407.82,,,,,,,,,,,,,,154.98,,,False
BO,20260607,9,1,6,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,144.92,75.77,140.60,91.11,0.00,PASS,,recovery_detected,True,False,0,2674,0,19,241.74,80.57,402.91,,,,,,,,,,,,,,140.60,,,False
BO,20260607,9,2,6,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,290.92,92.83,278.54,91.11,0.00,PASS,,recovery_detected,True,False,0,971,0,58,241.74,80.57,402.91,,,,,,,,,,,,,,278.54,,,False
BO,20260607,9,3,6,bo_r09_003_tl42_dt234_ge39_qr55_tau84,42,234,39,0.55,0.84,274.92,81.03,262.80,91.11,0.00,PASS,,recovery_detected,True,False,0,245,0,32,241.74,80.57,402.91,,,,,,,,,,,,,,262.80,,,False
BO,20260607,9,4,6,bo_r09_004_tl119_dt231_ge27_qr7_tau70,119,231,27,0.07,0.7,287.92,86.12,275.31,91.11,0.00,PASS,,recovery_detected,True,False,0,277,1,43,241.74,80.57,402.91,,,,,,,,,,,,,,275.31,,,False
BO,20260607,9,5,6,bo_r09_005_tl57_dt68_ge11_qr91_tau90,57,68,11,0.91,0.9,210.92,88.29,203.26,91.11,0.00,PASS,,recovery_detected,True,False,0,546,0,58,241.74,80.57,402.91,,,,,,,,,,,,,,203.26,,,False
BO,20260607,9,6,6,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,262.92,101.62,252.84,91.11,0.00,PASS,,recovery_detected,True,False,0,1076,0,69,241.74,80.57,402.91,,,,,,,,,,,,,,252.84,,,False
BO,20260607,10,1,6,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,144.92,86.55,141.27,91.11,0.00,PASS,,recovery_detected,True,False,0,1932,0,20,241.05,85.69,396.41,,,,,,,,,,,,,,141.27,,,False
BO,20260607,10,2,6,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,267.92,86.03,256.55,91.11,0.00,PASS,,recovery_detected,True,False,0,802,1,51,241.05,85.69,396.41,,,,,,,,,,,,,,256.55,,,False
BO,20260607,10,3,6,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,370.92,89.35,353.32,91.11,0.00,PASS,,recovery_detected,True,False,0,444,0,41,241.05,85.69,396.41,,,,,,,,,,,,,,353.32,,,False
BO,20260607,10,4,6,bo_r10_004_tl119_dt133_ge13_qr83_tau76,119,133,13,0.83,0.76,355.92,93.20,339.50,91.11,0.00,PASS,,recovery_detected,True,False,0,680,0,65,241.05,85.69,396.41,,,,,,,,,,,,,,339.50,,,False
BO,20260607,10,5,6,bo_r10_005_tl103_dt217_ge30_qr85_tau82,103,217,30,0.85,0.82,286.92,75.40,273.70,91.11,0.00,PASS,,recovery_detected,True,False,0,292,0,40,241.05,85.69,396.41,,,,,,,,,,,,,,273.70,,,False
BO,20260607,10,6,6,bo_r10_006_tl2_dt95_ge46_qr94_tau71,2,95,46,0.94,0.71,162.92,87.44,158.20,91.11,0.00,PASS,,recovery_detected,True,False,0,636,0,22,241.05,85.69,396.41,,,,,,,,,,,,,,158.20,,,False
BO,20260607,11,1,6,bo_r11_001_tl70_dt39_ge50_qr97_tau90,70,39,50,0.97,0.9,144.92,88.61,141.40,91.11,0.00,PASS,,recovery_detected,True,False,0,1652,0,18,242.32,86.42,398.23,0.85,0.85,0.26,0.18,0.21,0.19,0.85,0.49,0.85,0.36,-0.15745413,5,1.000000,141.40,-0.15745413,warmup,False
BO,20260607,11,2,6,bo_r11_002_tl119_dt36_ge32_qr92_tau87,119,36,32,0.92,0.87,108.92,81.92,107.23,91.11,0.00,PASS,,recovery_detected,True,False,0,1588,0,23,242.32,86.42,398.23,0.85,0.85,0.29,0.19,0.22,0.19,0.85,0.46,0.85,0.37,-0.15745413,5,1.000000,107.23,-0.15745413,warmup,False
BO,20260607,11,3,6,bo_r11_003_tl119_dt53_ge41_qr88_tau89,119,53,41,0.88,0.89,190.92,84.80,184.29,91.11,0.00,PASS,,recovery_detected,True,False,0,903,0,27,242.32,86.42,398.23,0.85,0.85,0.30,0.20,0.23,0.20,0.85,0.49,0.85,0.38,-0.15745413,5,1.000000,184.29,-0.15745413,warmup,False
BO,20260607,11,4,6,bo_r11_004_tl119_dt97_ge38_qr81_tau88,119,97,38,0.81,0.88,292.92,87.71,280.09,91.11,0.00,PASS,,recovery_detected,True,False,0,378,0,36,242.32,86.42,398.23,0.85,0.85,0.28,0.19,0.22,0.19,0.85,0.46,0.85,0.36,-0.15745413,5,1.000000,280.09,-0.15745413,warmup,False
BO,20260607,11,5,6,bo_r11_005_tl115_dt181_ge44_qr91_tau84,115,181,44,0.91,0.84,248.92,80.57,238.40,91.11,0.00,PASS,,recovery_detected,True,False,0,173,0,29,242.32,86.42,398.23,0.84,0.84,0.27,0.18,0.21,0.18,0.84,0.44,0.84,0.35,-0.17511908,5,0.982490,238.40,-0.16275361,warmup,False
BO,20260607,11,6,6,bo_r11_006_tl44_dt9_ge38_qr99_tau90,44,9,38,0.99,0.9,177.92,81.68,171.91,91.11,0.00,PASS,,recovery_detected,True,False,0,3579,0,18,242.32,86.42,398.23,0.83,0.83,0.22,0.15,0.19,0.17,0.83,0.45,0.83,0.34,-0.18756103,5,0.970342,171.91,-0.17019584,warmup,False
BO,20260607,12,1,6,bo_r12_001_tl51_dt11_ge50_qr97_tau88,51,11,50,0.97,0.88,161.92,86.17,157.19,91.11,0.00,PASS,,recovery_detected,True,False,0,3274,0,17,237.31,81.68,392.95,0.99,0.99,0.28,0.19,0.23,0.20,0.99,0.54,0.99,0.41,-0.01037965,5,0.994202,157.19,-0.12225098,warmup,False
BO,20260607,12,2,6,bo_r12_002_tl119_dt0_ge40_qr60_tau88,119,0,40,0.6,0.88,297.92,84.08,284.55,91.11,0.00,PASS,,recovery_detected,True,False,0,195,0,35,237.31,81.68,392.95,0.99,0.99,0.33,0.22,0.25,0.21,0.99,0.52,0.99,0.42,-0.01030627,5,0.994275,284.55,-0.08866757,warmup,False
BO,20260607,12,3,6,bo_r12_003_tl90_dt163_ge49_qr100_tau84,90,163,49,1.0,0.84,302.92,79.03,288.93,91.11,0.00,PASS,,recovery_detected,True,False,0,347,0,31,237.31,81.68,392.95,0.98,0.98,0.30,0.20,0.24,0.21,0.98,0.52,0.98,0.41,-0.02314582,5,0.981590,288.93,-0.06901104,warmup,False
BO,20260607,12,4,6,bo_r12_004_tl107_dt175_ge48_qr89_tau84,107,175,48,0.89,0.84,303.92,80.26,289.94,91.11,0.00,PASS,,recovery_detected,True,False,0,366,0,32,237.31,81.68,392.95,0.97,0.97,0.31,0.21,0.25,0.21,0.97,0.51,0.97,0.41,-0.02644802,5,0.978354,289.94,-0.05624213,warmup,False
BO,20260607,12,5,6,bo_r12_005_tl115_dt164_ge50_qr61_tau88,115,164,50,0.61,0.88,400.92,78.81,380.79,91.11,0.00,PASS,,recovery_detected,True,False,0,220,0,34,237.31,81.68,392.95,0.97,0.97,0.32,0.21,0.25,0.21,0.97,0.51,0.97,0.41,-0.02627964,5,0.978519,380.79,-0.04725338,warmup,False
BO,20260607,12,6,6,bo_r12_006_tl121_dt149_ge35_qr68_tau89,121,149,35,0.68,0.89,262.92,90.00,252.11,91.11,0.00,PASS,,recovery_detected,True,False,0,340,0,34,237.31,81.68,392.95,0.97,0.97,0.32,0.21,0.25,0.21,0.97,0.51,0.97,0.41,-0.03294786,5,0.972016,252.11,-0.04296172,warmup,False
BO,20260607,13,1,6,bo_r13_001_tl95_dt84_ge39_qr94_tau88,95,84,39,0.94,0.88,299.92,84.36,286.45,91.11,0.00,PASS,,recovery_detected,True,False,0,315,0,36,240.50,85.50,395.51,0.88,0.88,0.27,0.18,0.22,0.19,0.88,0.47,0.88,0.37,-0.13190556,5,1.000000,286.45,-0.06964487,warmup,False
BO,20260607,13,2,6,bo_r13_002_tl98_dt222_ge44_qr91_tau90,98,222,44,0.91,0.9,248.92,80.57,238.40,91.11,0.00,PASS,,recovery_detected,True,False,0,173,0,29,240.50,85.50,395.51,0.88,0.88,0.27,0.18,0.22,0.19,0.88,0.47,0.88,0.37,-0.13190556,5,1.000000,238.40,-0.08832308,warmup,False
BO,20260607,13,3,6,bo_r13_003_tl103_dt40_ge48_qr100_tau83,103,40,48,1.0,0.83,137.92,88.67,134.84,91.11,0.00,PASS,,recovery_detected,True,False,0,1440,0,19,240.50,85.50,395.51,0.88,0.88,0.29,0.19,0.22,0.19,0.88,0.48,0.88,0.37,-0.13190556,5,1.000000,134.84,-0.10139782,stable,True
BO,20260607,13,4,6,bo_r13_004_tl115_dt6_ge46_qr59_tau89,115,6,46,0.59,0.89,180.92,92.55,175.40,91.11,0.00,PASS,,recovery_detected,True,False,0,4137,0,18,240.50,85.50,395.51,0.88,0.88,0.30,0.20,0.23,0.19,0.88,0.47,0.88,0.38,-0.13190556,5,1.000000,175.40,-0.11055014,stable,True
BO,20260607,13,5,6,bo_r13_005_tl118_dt26_ge47_qr97_tau84,118,26,47,0.97,0.84,137.92,78.59,134.21,91.11,0.00,PASS,,recovery_detected,True,False,0,2173,0,17,240.50,85.50,395.51,0.88,0.88,0.30,0.20,0.23,0.20,0.88,0.49,0.88,0.38,-0.13190556,5,1.000000,134.21,-0.11695677,active,False
BO,20260607,13,6,6,bo_r13_006_tl119_dt67_ge45_qr85_tau89,119,67,45,0.85,0.89,191.92,77.30,184.76,91.11,0.00,PASS,,recovery_detected,True,False,0,645,0,25,240.50,85.50,395.51,0.88,0.88,0.31,0.20,0.23,0.20,0.88,0.50,0.88,0.39,-0.13190556,5,1.000000,184.76,-0.12144141,active,False
