input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,48,bo_r48_002_tl90_dt171_ge47_qr8_tau80,90,171,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,48,bo_r48_003_tl90_dt173_ge47_qr7_tau80,90,173,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,48,bo_r48_004_tl90_dt173_ge47_qr9_tau80,90,173,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,48,bo_r48_005_tl90_dt170_ge47_qr8_tau80,90,170,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,48,bo_r48_006_tl90_dt172_ge47_qr7_tau80,90,172,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,49,bo_r49_001_tl100_dt175_ge39_qr12_tau81,100,175,39,0.12,0.81,507.92,297.55,0.91,0.09,10:1,488.80,219.08016,727.0,507.91984,297.550784,170.131054,1,46
BO,20260607,49,bo_r49_002_tl90_dt169_ge47_qr8_tau80,90,169,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,49,bo_r49_003_tl90_dt171_ge47_qr7_tau80,90,171,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,49,bo_r49_004_tl90_dt172_ge47_qr9_tau80,90,172,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,49,bo_r49_005_tl90_dt168_ge47_qr8_tau80,90,168,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,49,bo_r49_006_tl90_dt170_ge47_qr7_tau80,90,170,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_001_tl90_dt169_ge47_qr7_tau80,90,169,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_002_tl90_dt167_ge47_qr8_tau80,90,167,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_003_tl90_dt168_ge47_qr7_tau80,90,168,47,0.07,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_004_tl90_dt166_ge47_qr8_tau80,90,166,47,0.08,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_005_tl90_dt170_ge47_qr9_tau80,90,170,47,0.09,0.8,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
BO,20260607,50,bo_r50_006_tl90_dt168_ge47_qr8_tau79,90,168,47,0.08,0.79,259.92,453.83,0.91,0.09,10:1,277.55,219.08016,479.0,259.91984,453.825346,147.871795,1,30
