method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,49,1,6,bo_r49_001_tl100_dt175_ge39_qr12_tau81,100,175,39,0.12,0.81,1000488.80,277.55,52520.69,-472968.72,578010.11,585.37,585.37,pass_focus_success_lattice,pass_focus_local,True,,,,,,,,,,,,
BO,20260607,49,2,6,bo_r49_002_tl90_dt169_ge47_qr8_tau80,90,169,47,0.08,0.8,277.55,277.55,-747.13,-13855.61,12361.34,725.08,725.08,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,49,3,6,bo_r49_003_tl90_dt171_ge47_qr7_tau80,90,171,47,0.07,0.8,277.55,277.55,-274.28,-13348.07,12799.51,725.05,725.05,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,49,4,6,bo_r49_004_tl90_dt172_ge47_qr9_tau80,90,172,47,0.09,0.8,277.55,277.55,-278.83,-13221.24,12663.58,724.94,724.94,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,49,5,6,bo_r49_005_tl90_dt168_ge47_qr8_tau80,90,168,47,0.08,0.8,277.55,277.55,-1184.85,-15891.94,13522.24,724.66,724.66,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,49,6,6,bo_r49_006_tl90_dt170_ge47_qr7_tau80,90,170,47,0.07,0.8,277.55,277.55,-473.01,-14996.07,14050.04,724.65,724.65,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,1,6,bo_r50_001_tl90_dt169_ge47_qr7_tau80,90,169,47,0.07,0.8,277.55,277.55,4.94,-13181.78,13191.66,725.15,725.15,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,2,6,bo_r50_002_tl90_dt167_ge47_qr8_tau80,90,167,47,0.08,0.8,277.55,277.55,-642.94,-14039.85,12753.96,725.14,725.14,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,3,6,bo_r50_003_tl90_dt168_ge47_qr7_tau80,90,168,47,0.07,0.8,277.55,277.55,-149.56,-14919.21,14620.10,724.76,724.76,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,4,6,bo_r50_004_tl90_dt166_ge47_qr8_tau80,90,166,47,0.08,0.8,277.55,277.55,-1056.16,-16274.98,14162.66,724.73,724.73,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,5,6,bo_r50_005_tl90_dt170_ge47_qr9_tau80,90,170,47,0.09,0.8,277.55,277.55,-504.61,-14806.67,13797.45,724.52,724.52,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
BO,20260607,50,6,6,bo_r50_006_tl90_dt168_ge47_qr8_tau79,90,168,47,0.08,0.79,277.55,277.55,-525.92,-54685.64,53633.79,724.63,724.63,pass_focus_success_lattice,pass_focus_stable,True,,,,,,,,,,,,
