input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,32,cma_r32_004_tl80_dt155_ge7_qr70_tau84,80,155,7,0.7,0.84,459.92,312.87,0.91,0.09,10:1,446.55,219.08016,679.0,459.91984,312.87276,166.464718,1,94
CMA-ES,20260607,32,cma_r32_005_tl56_dt172_ge3_qr83_tau78,56,172,3,0.83,0.78,337.92,447.73,0.91,0.09,10:1,347.90,219.08016,557.0,337.91984,447.732157,154.165414,1,95
CMA-ES,20260607,32,cma_r32_006_tl37_dt165_ge4_qr98_tau83,37,165,4,0.98,0.83,393.92,437.38,0.91,0.09,10:1,397.87,219.08016,613.0,393.91984,437.377805,160.65614,0,97
CMA-ES,20260607,33,cma_r33_001_tl63_dt140_ge0_qr96_tau78,63,140,0,0.96,0.78,328.92,445.93,0.91,0.09,10:1,339.56,219.08016,548.0,328.91984,445.927679,151.598499,0,107
CMA-ES,20260607,33,cma_r33_002_tl56_dt104_ge10_qr51_tau79,56,104,10,0.51,0.79,395.92,437.15,0.91,0.09,10:1,399.67,219.08016,615.0,395.91984,437.151415,165.994792,1,76
CMA-ES,20260607,33,cma_r33_003_tl65_dt148_ge4_qr77_tau83,65,148,4,0.77,0.83,316.92,451.18,0.91,0.09,10:1,329.13,219.08016,536.0,316.91984,451.183647,157.06705,1,82
CMA-ES,20260607,33,cma_r33_004_tl57_dt116_ge1_qr83_tau82,57,116,1,0.83,0.82,409.92,430.69,0.91,0.09,10:1,411.81,219.08016,629.0,409.91984,430.693283,165.845771,1,117
CMA-ES,20260607,33,cma_r33_005_tl61_dt147_ge0_qr100_tau80,61,147,0,1.0,0.8,402.92,425.85,0.91,0.09,10:1,405.00,219.08016,622.0,402.91984,425.847704,164.171799,0,124
CMA-ES,20260607,33,cma_r33_006_tl41_dt139_ge3_qr75_tau77,41,139,3,0.75,0.77,299.92,450.50,0.91,0.09,10:1,313.61,219.08016,519.0,299.91984,450.504422,156.641075,1,90
CMA-ES,20260607,34,cma_r34_001_tl47_dt163_ge5_qr94_tau74,47,163,5,0.94,0.74,406.92,436.87,0.91,0.09,10:1,409.64,219.08016,626.0,406.91984,436.869407,158.446181,0,97
CMA-ES,20260607,34,cma_r34_002_tl45_dt176_ge2_qr99_tau78,45,176,2,0.99,0.78,290.92,447.87,0.91,0.09,10:1,305.19,219.08016,510.0,290.91984,447.871834,151.924099,0,89
CMA-ES,20260607,34,cma_r34_003_tl61_dt149_ge6_qr74_tau77,61,149,6,0.74,0.77,288.92,453.18,0.91,0.09,10:1,303.85,219.08016,508.0,288.91984,453.18074,150.978389,1,74
CMA-ES,20260607,34,cma_r34_004_tl38_dt119_ge5_qr69_tau75,38,119,5,0.69,0.75,344.92,439.01,0.91,0.09,10:1,353.47,219.08016,564.0,344.91984,439.008582,160.883392,1,87
CMA-ES,20260607,34,cma_r34_005_tl30_dt146_ge1_qr94_tau72,30,146,1,0.94,0.72,392.92,429.84,0.91,0.09,10:1,396.28,219.08016,612.0,392.91984,429.843308,158.263333,0,114
CMA-ES,20260607,34,cma_r34_006_tl54_dt152_ge4_qr83_tau77,54,152,4,0.83,0.77,352.92,435.82,0.91,0.09,10:1,360.46,219.08016,572.0,352.91984,435.818872,159.809278,1,93
CMA-ES,20260607,35,cma_r35_001_tl70_dt203_ge8_qr77_tau79,70,203,8,0.77,0.79,398.92,433.88,0.91,0.09,10:1,402.10,219.08016,618.0,398.91984,433.883217,156.940678,1,87
CMA-ES,20260607,35,cma_r35_002_tl54_dt140_ge3_qr94_tau73,54,140,3,0.94,0.73,304.92,450.23,0.91,0.09,10:1,318.13,219.08016,524.0,304.91984,450.22847,150.380309,0,87
CMA-ES,20260607,35,cma_r35_003_tl52_dt162_ge4_qr89_tau81,52,162,4,0.89,0.81,352.92,435.82,0.91,0.09,10:1,360.46,219.08016,572.0,352.91984,435.818872,159.809278,1,93
CMA-ES,20260607,35,cma_r35_004_tl62_dt150_ge8_qr61_tau78,62,150,8,0.61,0.78,330.92,447.33,0.91,0.09,10:1,341.50,219.08016,550.0,330.91984,447.327477,154.517757,1,75
CMA-ES,20260607,35,cma_r35_005_tl32_dt96_ge6_qr78_tau78,32,96,6,0.78,0.78,304.92,451.88,0.91,0.09,10:1,318.28,219.08016,524.0,304.91984,451.882002,153.373308,1,76
CMA-ES,20260607,35,cma_r35_006_tl50_dt160_ge3_qr97_tau77,50,160,3,0.97,0.77,308.92,446.79,0.91,0.09,10:1,321.45,219.08016,528.0,308.91984,446.789635,148.893939,0,89
CMA-ES,20260607,36,cma_r36_001_tl49_dt94_ge7_qr88_tau72,49,94,7,0.88,0.72,485.92,428.72,0.91,0.09,10:1,480.72,219.08016,705.0,485.91984,428.716977,169.433657,1,100
CMA-ES,20260607,36,cma_r36_002_tl51_dt147_ge6_qr95_tau72,51,147,6,0.95,0.72,356.92,440.12,0.91,0.09,10:1,364.48,219.08016,576.0,356.91984,440.118338,155.351986,0,85
CMA-ES,20260607,36,cma_r36_003_tl28_dt111_ge1_qr82_tau74,28,111,1,0.82,0.74,304.92,439.24,0.91,0.09,10:1,317.13,219.08016,524.0,304.91984,439.244509,162.17284,1,95
CMA-ES,20260607,36,cma_r36_004_tl44_dt133_ge0_qr99_tau79,44,133,0,0.99,0.79,417.92,431.23,0.91,0.09,10:1,419.13,219.08016,637.0,417.91984,431.233997,162.955,0,129
CMA-ES,20260607,36,cma_r36_005_tl46_dt134_ge0_qr99_tau72,46,134,0,0.99,0.72,403.92,430.31,0.91,0.09,10:1,406.32,219.08016,623.0,403.91984,430.308495,157.40201,0,123
CMA-ES,20260607,36,cma_r36_006_tl38_dt106_ge9_qr99_tau74,38,106,9,0.99,0.74,353.92,429.88,0.91,0.09,10:1,360.83,219.08016,573.0,353.91984,429.884985,161.710483,0,73
CMA-ES,20260607,37,cma_r37_001_tl36_dt114_ge2_qr64_tau72,36,114,2,0.64,0.72,344.92,426.31,0.91,0.09,10:1,352.32,219.08016,564.0,344.91984,426.309669,166.98546,1,97
CMA-ES,20260607,37,cma_r37_002_tl37_dt120_ge5_qr76_tau80,37,120,5,0.76,0.8,344.92,439.01,0.91,0.09,10:1,353.47,219.08016,564.0,344.91984,439.008582,160.883392,1,87
CMA-ES,20260607,37,cma_r37_003_tl30_dt110_ge4_qr96_tau74,30,110,4,0.96,0.74,514.92,305.85,0.91,0.09,10:1,495.91,219.08016,734.0,514.91984,305.854411,179.491429,0,115
CMA-ES,20260607,37,cma_r37_004_tl18_dt94_ge3_qr92_tau72,18,94,3,0.92,0.72,455.92,429.24,0.91,0.09,10:1,453.49,219.08016,675.0,455.91984,429.237601,165.276316,0,111
CMA-ES,20260607,37,cma_r37_005_tl35_dt130_ge4_qr79_tau75,35,130,4,0.79,0.75,539.92,302.58,0.91,0.09,10:1,518.34,219.08016,759.0,539.91984,302.581362,179.287736,1,123
CMA-ES,20260607,37,cma_r37_006_tl20_dt81_ge1_qr69_tau70,20,81,1,0.69,0.7,485.92,325.02,0.91,0.09,10:1,471.29,219.08016,705.0,485.91984,325.021865,174.380468,1,125
CMA-ES,20260607,38,cma_r38_001_tl37_dt91_ge3_qr46_tau74,37,91,3,0.46,0.74,291.92,448.94,0.91,0.09,10:1,306.19,219.08016,511.0,291.91984,448.938524,152.393536,1,87
CMA-ES,20260607,38,cma_r38_002_tl33_dt128_ge7_qr70_tau79,33,128,7,0.7,0.79,406.92,440.13,0.91,0.09,10:1,409.94,219.08016,626.0,406.91984,440.1261,159.908772,1,88
CMA-ES,20260607,38,cma_r38_003_tl50_dt126_ge1_qr80_tau72,50,126,1,0.8,0.72,290.92,448.43,0.91,0.09,10:1,305.24,219.08016,510.0,290.91984,448.426706,150.24381,1,95
CMA-ES,20260607,38,cma_r38_004_tl38_dt121_ge0_qr81_tau75,38,121,0,0.81,0.75,319.92,439.73,0.91,0.09,10:1,330.81,219.08016,539.0,319.91984,439.734358,159.030249,1,105
CMA-ES,20260607,38,cma_r38_005_tl24_dt106_ge4_qr60_tau73,24,106,4,0.6,0.73,436.92,431.52,0.91,0.09,10:1,436.43,219.08016,656.0,436.91984,431.518659,162.238333,1,105
CMA-ES,20260607,38,cma_r38_006_tl18_dt85_ge0_qr72_tau72,18,85,0,0.72,0.72,0.00,490.93,0.91,0.09,10:1,44.63,219.08016,,,490.927201,135.918699,1,81
CMA-ES,20260607,39,cma_r39_001_tl45_dt100_ge3_qr54_tau75,45,100,3,0.54,0.75,285.92,449.62,0.91,0.09,10:1,300.80,219.08016,505.0,285.91984,449.619046,152.732824,1,80
CMA-ES,20260607,39,cma_r39_002_tl35_dt95_ge0_qr74_tau72,35,95,0,0.74,0.72,305.92,455.03,0.91,0.09,10:1,319.48,219.08016,525.0,305.91984,455.033898,151.431953,1,100
CMA-ES,20260607,39,cma_r39_003_tl63_dt118_ge7_qr63_tau74,63,118,7,0.63,0.74,264.92,464.84,0.91,0.09,10:1,283.09,219.08016,484.0,264.91984,464.840419,153.384289,1,69
CMA-ES,20260607,39,cma_r39_004_tl61_dt135_ge3_qr67_tau76,61,135,3,0.67,0.76,426.92,427.65,0.91,0.09,10:1,426.99,219.08016,646.0,426.91984,427.651259,158.480992,1,108
CMA-ES,20260607,39,cma_r39_005_tl31_dt91_ge0_qr77_tau70,31,91,0,0.77,0.7,324.92,431.43,0.91,0.09,10:1,334.60,219.08016,544.0,324.91984,431.426015,160.060201,1,109
CMA-ES,20260607,39,cma_r39_006_tl55_dt98_ge5_qr66_tau74,55,98,5,0.66,0.74,359.92,426.72,0.91,0.09,10:1,365.99,219.08016,579.0,359.91984,426.718933,161.932897,1,89
CMA-ES,20260607,40,cma_r40_001_tl61_dt100_ge10_qr64_tau70,61,100,10,0.64,0.7,307.92,454.21,0.91,0.09,10:1,321.22,219.08016,527.0,307.91984,454.205255,152.682353,1,67
CMA-ES,20260607,40,cma_r40_002_tl48_dt94_ge7_qr48_tau81,48,94,7,0.48,0.81,485.92,428.72,0.91,0.09,10:1,480.72,219.08016,705.0,485.91984,428.716977,169.433657,1,100
CMA-ES,20260607,40,cma_r40_003_tl71_dt130_ge6_qr54_tau78,71,130,6,0.54,0.78,334.92,434.67,0.91,0.09,10:1,343.99,219.08016,554.0,334.91984,434.668798,165.521151,1,82
CMA-ES,20260607,40,cma_r40_004_tl54_dt86_ge13_qr23_tau78,54,86,13,0.23,0.78,376.92,437.42,0.91,0.09,10:1,382.42,219.08016,596.0,376.91984,437.416283,156.476021,1,65
CMA-ES,20260607,40,cma_r40_005_tl46_dt91_ge2_qr74_tau73,46,91,2,0.74,0.73,529.92,313.99,0.91,0.09,10:1,510.29,219.08016,749.0,529.91984,313.99259,178.848397,1,135
CMA-ES,20260607,40,cma_r40_006_tl53_dt104_ge5_qr69_tau71,53,104,5,0.69,0.71,376.92,438.15,0.91,0.09,10:1,382.49,219.08016,596.0,376.91984,438.146526,156.124126,1,91
CMA-ES,20260607,41,cma_r41_001_tl69_dt112_ge13_qr42_tau74,69,112,13,0.42,0.74,0.00,495.82,0.91,0.09,10:1,45.07,219.08016,,,495.820484,134.831429,1,46
CMA-ES,20260607,41,cma_r41_002_tl74_dt140_ge7_qr45_tau79,74,140,7,0.45,0.79,459.92,312.87,0.91,0.09,10:1,446.55,219.08016,679.0,459.91984,312.87276,166.464718,1,94
CMA-ES,20260607,41,cma_r41_003_tl106_dt160_ge10_qr54_tau72,106,160,10,0.54,0.72,314.92,450.77,0.91,0.09,10:1,327.27,219.08016,534.0,314.91984,450.769132,159.058601,1,67
CMA-ES,20260607,41,cma_r41_004_tl55_dt120_ge3_qr48_tau70,55,120,3,0.48,0.7,361.92,442.89,0.91,0.09,10:1,369.28,219.08016,581.0,361.91984,442.894741,157.0,1,97
CMA-ES,20260607,41,cma_r41_005_tl75_dt128_ge14_qr63_tau78,75,128,14,0.63,0.78,472.92,427.95,0.91,0.09,10:1,468.83,219.08016,692.0,472.91984,427.948604,162.481967,1,75
CMA-ES,20260607,41,cma_r41_006_tl65_dt133_ge6_qr68_tau79,65,133,6,0.68,0.79,288.92,453.18,0.91,0.09,10:1,303.85,219.08016,508.0,288.91984,453.18074,150.978389,1,74
CMA-ES,20260607,42,cma_r42_001_tl82_dt122_ge1_qr18_tau79,82,122,1,0.18,0.79,354.92,429.57,0.91,0.09,10:1,361.71,219.08016,574.0,354.91984,429.572435,162.780528,1,102
CMA-ES,20260607,42,cma_r42_002_tl91_dt149_ge8_qr51_tau78,91,149,8,0.51,0.78,296.92,453.81,0.91,0.09,10:1,311.18,219.08016,516.0,296.91984,453.806175,147.821218,1,70
CMA-ES,20260607,42,cma_r42_003_tl65_dt109_ge11_qr59_tau77,65,109,11,0.59,0.77,366.92,442.20,0.91,0.09,10:1,373.76,219.08016,586.0,366.91984,442.204991,160.276173,1,70
CMA-ES,20260607,42,cma_r42_004_tl45_dt111_ge13_qr70_tau76,45,111,13,0.7,0.76,428.92,433.76,0.91,0.09,10:1,429.36,219.08016,648.0,428.91984,433.758608,157.354344,1,73
CMA-ES,20260607,42,cma_r42_005_tl97_dt183_ge2_qr52_tau81,97,183,2,0.52,0.81,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
CMA-ES,20260607,42,cma_r42_006_tl99_dt170_ge11_qr30_tau81,99,170,11,0.3,0.81,458.92,430.72,0.91,0.09,10:1,456.36,219.08016,678.0,458.91984,430.723891,167.092105,1,80
CMA-ES,20260607,43,cma_r43_001_tl86_dt106_ge12_qr8_tau76,86,106,12,0.08,0.76,512.92,311.24,0.91,0.09,10:1,494.59,219.08016,732.0,512.91984,311.237218,175.206025,1,86
CMA-ES,20260607,43,cma_r43_002_tl90_dt137_ge5_qr60_tau82,90,137,5,0.6,0.82,423.92,434.69,0.91,0.09,10:1,424.90,219.08016,643.0,423.91984,434.694165,153.197935,1,97
CMA-ES,20260607,43,cma_r43_003_tl108_dt179_ge5_qr28_tau81,108,179,5,0.28,0.81,430.92,327.49,0.91,0.09,10:1,421.52,219.08016,650.0,430.91984,327.486629,167.685263,1,96
CMA-ES,20260607,43,cma_r43_004_tl90_dt104_ge15_qr44_tau73,90,104,15,0.44,0.73,463.92,319.21,0.91,0.09,10:1,450.76,219.08016,683.0,463.91984,319.213807,175.421954,1,71
CMA-ES,20260607,43,cma_r43_005_tl99_dt131_ge2_qr36_tau74,99,131,2,0.36,0.74,441.92,426.72,0.91,0.09,10:1,440.54,219.08016,661.0,441.91984,426.721772,156.754934,1,117
CMA-ES,20260607,43,cma_r43_006_tl85_dt124_ge15_qr45_tau73,85,124,15,0.45,0.73,368.92,439.94,0.91,0.09,10:1,375.38,219.08016,588.0,368.91984,439.938745,162.656637,1,60
CMA-ES,20260607,44,cma_r44_001_tl69_dt109_ge8_qr47_tau75,69,109,8,0.47,0.75,395.92,435.61,0.91,0.09,10:1,399.53,219.08016,615.0,395.91984,435.610133,163.088737,1,79
CMA-ES,20260607,44,cma_r44_002_tl87_dt154_ge8_qr56_tau76,87,154,8,0.56,0.76,296.92,453.81,0.91,0.09,10:1,311.18,219.08016,516.0,296.91984,453.806175,147.821218,1,70
CMA-ES,20260607,44,cma_r44_003_tl83_dt155_ge17_qr51_tau77,83,155,17,0.51,0.77,437.92,324.69,0.91,0.09,10:1,427.63,219.08016,657.0,437.91984,324.689266,170.776739,1,67
CMA-ES,20260607,44,cma_r44_004_tl78_dt130_ge23_qr34_tau80,78,130,23,0.34,0.8,505.92,312.16,0.91,0.09,10:1,488.31,219.08016,725.0,505.91984,312.159596,177.440976,1,61
CMA-ES,20260607,44,cma_r44_005_tl111_dt125_ge19_qr3_tau82,111,125,19,0.03,0.82,595.92,293.98,0.91,0.09,10:1,568.47,219.08016,815.0,595.91984,293.983356,180.972653,1,76
CMA-ES,20260607,44,cma_r44_006_tl75_dt132_ge7_qr62_tau75,75,132,7,0.62,0.75,318.92,446.64,0.91,0.09,10:1,330.53,219.08016,538.0,318.91984,446.644374,155.451493,1,72
CMA-ES,20260607,45,cma_r45_001_tl75_dt123_ge8_qr54_tau73,75,123,8,0.54,0.73,392.92,360.80,0.91,0.09,10:1,390.00,219.08016,612.0,392.91984,360.802546,175.689017,1,83
CMA-ES,20260607,45,cma_r45_002_tl91_dt155_ge4_qr50_tau78,91,155,4,0.5,0.78,359.92,440.64,0.91,0.09,10:1,367.26,219.08016,579.0,359.91984,440.635158,168.60354,1,94
CMA-ES,20260607,45,cma_r45_003_tl81_dt155_ge11_qr65_tau78,81,155,11,0.65,0.78,458.92,430.72,0.91,0.09,10:1,456.36,219.08016,678.0,458.91984,430.723891,167.092105,1,80
CMA-ES,20260607,45,cma_r45_004_tl73_dt121_ge10_qr52_tau75,73,121,10,0.52,0.75,576.92,296.12,0.91,0.09,10:1,551.39,219.08016,796.0,576.91984,296.117608,177.596475,1,100
CMA-ES,20260607,45,cma_r45_005_tl84_dt131_ge2_qr58_tau80,84,131,2,0.58,0.8,441.92,426.72,0.91,0.09,10:1,440.54,219.08016,661.0,441.91984,426.721772,156.754934,1,117
CMA-ES,20260607,45,cma_r45_006_tl72_dt154_ge7_qr70_tau72,72,154,7,0.7,0.72,386.92,439.80,0.91,0.09,10:1,391.73,219.08016,606.0,386.91984,439.803471,159.421708,1,82
CMA-ES,20260607,46,cma_r46_001_tl88_dt157_ge7_qr44_tau76,88,157,7,0.44,0.76,459.92,312.87,0.91,0.09,10:1,446.55,219.08016,679.0,459.91984,312.87276,166.464718,1,94
CMA-ES,20260607,46,cma_r46_002_tl84_dt167_ge7_qr76_tau74,84,167,7,0.76,0.74,356.92,444.82,0.91,0.09,10:1,364.91,219.08016,576.0,356.91984,444.819281,153.114603,1,79
CMA-ES,20260607,46,cma_r46_003_tl68_dt121_ge5_qr58_tau76,68,121,5,0.58,0.76,312.92,441.76,0.91,0.09,10:1,324.63,219.08016,532.0,312.91984,441.757372,156.310345,1,77
CMA-ES,20260607,46,cma_r46_004_tl84_dt167_ge2_qr57_tau74,84,167,2,0.57,0.74,405.92,431.52,0.91,0.09,10:1,408.25,219.08016,625.0,405.91984,431.52156,156.573109,1,113
CMA-ES,20260607,46,cma_r46_005_tl80_dt132_ge2_qr31_tau76,80,132,2,0.31,0.76,441.92,426.72,0.91,0.09,10:1,440.54,219.08016,661.0,441.91984,426.721772,156.754934,1,117
CMA-ES,20260607,46,cma_r46_006_tl75_dt147_ge1_qr42_tau75,75,147,1,0.42,0.75,369.92,442.16,0.91,0.09,10:1,376.49,219.08016,589.0,369.91984,442.159477,156.323636,1,107
CMA-ES,20260607,47,cma_r47_001_tl92_dt161_ge7_qr63_tau75,92,161,7,0.63,0.75,459.92,312.87,0.91,0.09,10:1,446.55,219.08016,679.0,459.91984,312.87276,166.464718,1,94
CMA-ES,20260607,47,cma_r47_002_tl95_dt154_ge3_qr39_tau77,95,154,3,0.39,0.77,336.92,440.01,0.91,0.09,10:1,346.29,219.08016,556.0,336.91984,440.011122,156.942549,1,95
CMA-ES,20260607,47,cma_r47_003_tl81_dt140_ge4_qr51_tau76,81,140,4,0.51,0.76,421.92,433.88,0.91,0.09,10:1,423.01,219.08016,641.0,421.91984,433.883523,159.910017,1,104
CMA-ES,20260607,47,cma_r47_004_tl84_dt143_ge8_qr53_tau74,84,143,8,0.53,0.74,382.92,362.52,0.91,0.09,10:1,381.06,219.08016,602.0,382.91984,362.516284,160.669868,1,80
CMA-ES,20260607,47,cma_r47_005_tl80_dt128_ge5_qr65_tau76,80,128,5,0.65,0.76,447.92,431.24,0.91,0.09,10:1,446.40,219.08016,667.0,447.91984,431.242064,162.423588,1,103
CMA-ES,20260607,47,cma_r47_006_tl71_dt135_ge3_qr60_tau72,71,135,3,0.6,0.72,307.92,434.35,0.91,0.09,10:1,319.41,219.08016,527.0,307.91984,434.346133,155.585911,1,91
CMA-ES,20260607,48,cma_r48_001_tl71_dt141_ge1_qr59_tau74,71,141,1,0.59,0.74,308.92,452.24,0.91,0.09,10:1,321.95,219.08016,528.0,308.91984,452.235317,151.493204,1,95
CMA-ES,20260607,48,cma_r48_002_tl81_dt137_ge6_qr50_tau73,81,137,6,0.5,0.73,464.92,433.42,0.91,0.09,10:1,462.06,219.08016,684.0,464.91984,433.42426,163.45576,1,103
CMA-ES,20260607,48,cma_r48_003_tl92_dt144_ge3_qr44_tau78,92,144,3,0.44,0.78,421.92,434.52,0.91,0.09,10:1,423.07,219.08016,641.0,421.91984,434.517973,159.926871,1,109
CMA-ES,20260607,48,cma_r48_004_tl75_dt130_ge5_qr55_tau75,75,130,5,0.55,0.75,361.92,444.60,0.91,0.09,10:1,369.44,219.08016,581.0,361.91984,444.599586,156.022018,1,89
CMA-ES,20260607,48,cma_r48_005_tl77_dt145_ge0_qr43_tau78,77,145,0,0.43,0.78,301.92,454.43,0.91,0.09,10:1,315.78,219.08016,521.0,301.91984,454.427632,156.420744,1,102
CMA-ES,20260607,48,cma_r48_006_tl77_dt138_ge4_qr62_tau72,77,138,4,0.62,0.72,441.92,321.27,0.91,0.09,10:1,430.95,219.08016,661.0,441.91984,321.266549,171.12963,1,107
CMA-ES,20260607,49,cma_r49_001_tl82_dt158_ge0_qr55_tau78,82,158,0,0.55,0.78,304.92,441.72,0.91,0.09,10:1,317.36,219.08016,524.0,304.91984,441.720295,155.027273,1,109
CMA-ES,20260607,49,cma_r49_002_tl84_dt170_ge1_qr46_tau76,84,170,1,0.46,0.76,349.92,444.88,0.91,0.09,10:1,358.55,219.08016,569.0,349.91984,444.876478,148.429104,1,105
CMA-ES,20260607,49,cma_r49_003_tl86_dt154_ge5_qr45_tau75,86,154,5,0.45,0.75,452.92,430.66,0.91,0.09,10:1,450.90,219.08016,672.0,452.91984,430.658609,162.506645,1,101
CMA-ES,20260607,49,cma_r49_004_tl86_dt124_ge1_qr17_tau77,86,124,1,0.17,0.77,332.92,447.00,0.91,0.09,10:1,343.29,219.08016,552.0,332.91984,446.996637,154.059813,1,106
CMA-ES,20260607,49,cma_r49_005_tl91_dt138_ge1_qr28_tau80,91,138,1,0.28,0.8,349.92,444.88,0.91,0.09,10:1,358.55,219.08016,569.0,349.91984,444.876478,148.429104,1,105
CMA-ES,20260607,49,cma_r49_006_tl77_dt136_ge4_qr44_tau79,77,136,4,0.44,0.79,441.92,321.27,0.91,0.09,10:1,430.95,219.08016,661.0,441.91984,321.266549,171.12963,1,107
CMA-ES,20260607,50,cma_r50_001_tl81_dt150_ge5_qr49_tau79,81,150,5,0.49,0.79,452.92,430.66,0.91,0.09,10:1,450.90,219.08016,672.0,452.91984,430.658609,162.506645,1,101
CMA-ES,20260607,50,cma_r50_002_tl67_dt164_ge1_qr62_tau76,67,164,1,0.62,0.76,309.92,445.69,0.91,0.09,10:1,322.26,219.08016,529.0,309.91984,445.690185,152.136194,1,95
CMA-ES,20260607,50,cma_r50_003_tl69_dt115_ge1_qr63_tau74,69,115,1,0.63,0.74,447.92,431.23,0.91,0.09,10:1,446.40,219.08016,667.0,447.91984,431.230974,162.388333,1,128
CMA-ES,20260607,50,cma_r50_004_tl82_dt146_ge0_qr43_tau77,82,146,0,0.43,0.77,301.92,454.43,0.91,0.09,10:1,315.78,219.08016,521.0,301.91984,454.427632,156.420744,1,102
CMA-ES,20260607,50,cma_r50_005_tl89_dt170_ge5_qr66_tau76,89,170,5,0.66,0.76,452.92,430.66,0.91,0.09,10:1,450.90,219.08016,672.0,452.91984,430.658609,162.506645,1,101
CMA-ES,20260607,50,cma_r50_006_tl90_dt163_ge1_qr51_tau79,90,163,1,0.51,0.79,308.92,453.31,0.91,0.09,10:1,322.05,219.08016,528.0,308.91984,453.306115,154.643969,1,102
BO,20260607,1,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,475.92,424.50,0.91,0.09,10:1,471.25,219.08016,695.0,475.91984,424.498193,160.452188,1,42
BO,20260607,1,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,443.92,431.35,0.91,0.09,10:1,442.78,219.08016,663.0,443.91984,431.352653,161.505843,1,64
BO,20260607,1,bo_r01_003_tl56_dt74_ge28_qr32_tau74,56,74,28,0.32,0.74,500.92,309.91,0.91,0.09,10:1,483.56,219.08016,720.0,500.91984,309.914441,180.605212,1,55
BO,20260607,1,bo_r01_004_tl78_dt142_ge10_qr0_tau80,78,142,10,0.0,0.8,328.92,446.38,0.91,0.09,10:1,339.60,219.08016,548.0,328.91984,446.37844,164.261905,1,67
BO,20260607,1,bo_r01_005_tl105_dt126_ge33_qr23_tau89,105,126,33,0.23,0.89,486.92,428.06,0.91,0.09,10:1,481.57,219.08016,706.0,486.91984,428.058505,172.940514,1,46
BO,20260607,1,bo_r01_006_tl105_dt71_ge21_qr60_tau80,105,71,21,0.6,0.8,0.00,481.19,0.91,0.09,10:1,43.74,219.08016,,,481.189711,143.024331,1,39
BO,20260607,2,bo_r02_001_tl29_dt79_ge10_qr71_tau82,29,79,10,0.71,0.82,439.92,428.65,0.91,0.09,10:1,438.90,219.08016,659.0,439.91984,428.647333,161.761513,1,82
BO,20260607,2,bo_r02_002_tl61_dt51_ge26_qr29_tau78,61,51,26,0.29,0.78,0.00,498.60,0.91,0.09,10:1,45.33,219.08016,,,498.600406,131.205882,1,28
BO,20260607,2,bo_r02_003_tl7_dt0_ge15_qr73_tau70,7,0,15,0.73,0.7,456.92,434.63,0.91,0.09,10:1,454.89,219.08016,676.0,456.91984,434.634951,166.971572,1,73
BO,20260607,2,bo_r02_004_tl45_dt222_ge5_qr68_tau73,45,222,5,0.68,0.73,350.92,437.38,0.91,0.09,10:1,358.78,219.08016,570.0,350.91984,437.376017,165.089005,1,87
BO,20260607,2,bo_r02_005_tl75_dt123_ge26_qr40_tau78,75,123,26,0.4,0.78,504.92,315.16,0.91,0.09,10:1,487.67,219.08016,724.0,504.91984,315.161462,177.318627,1,57
BO,20260607,2,bo_r02_006_tl108_dt47_ge23_qr15_tau70,108,47,23,0.15,0.7,0.00,496.77,0.91,0.09,10:1,45.16,219.08016,,,496.769445,132.505747,1,28
BO,20260607,3,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,0.00,504.37,0.91,0.09,10:1,45.85,219.08016,,,504.365159,125.906832,1,47
BO,20260607,3,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,0.00,497.40,0.91,0.09,10:1,45.22,219.08016,,,497.403182,130.798834,1,23
BO,20260607,3,bo_r03_003_tl1_dt76_ge49_qr33_tau80,1,76,49,0.33,0.8,0.00,504.14,0.91,0.09,10:1,45.83,219.08016,,,504.13723,121.905956,1,19
BO,20260607,3,bo_r03_004_tl27_dt38_ge13_qr63_tau70,27,38,13,0.63,0.7,0.00,502.05,0.91,0.09,10:1,45.64,219.08016,,,502.046622,122.245399,1,31
BO,20260607,3,bo_r03_005_tl65_dt18_ge27_qr88_tau89,65,18,27,0.88,0.89,0.00,497.26,0.91,0.09,10:1,45.21,219.08016,,,497.260956,134.47851,1,19
BO,20260607,3,bo_r03_006_tl40_dt213_ge31_qr40_tau70,40,213,31,0.4,0.7,650.92,295.86,0.91,0.09,10:1,618.64,219.08016,870.0,650.91984,295.862872,183.234062,1,59
BO,20260607,4,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,0.00,498.85,0.91,0.09,10:1,45.35,219.08016,,,498.848616,119.705706,1,20
